user_id,campaign_id,touched_at
967,13,2025-12-22
967,15,2026-02-18
967,16,2026-02-18
968,4,2025-10-21
969,19,2025-12-17
970,4,2025-11-04
970,21,2025-12-12
970,2,2025-09-23
970,20,2026-03-12
971,12,2025-10-16
971,15,2025-12-17
971,25,2025-10-21
972,18,2025-12-15
977,21,2025-10-18
977,25,2026-02-27
977,17,2026-01-01
977,10,2025-09-18
979,15,2025-10-05
980,13,2025-10-11
980,12,2025-09-23
983,14,2025-10-12
983,1,2025-09-20
983,12,2025-11-12
984,5,2026-01-25
984,18,2025-12-14
986,2,2026-03-11
987,3,2025-10-15
987,14,2025-12-16
987,6,2025-12-18
987,15,2026-01-22
988,22,2026-02-27
989,22,2026-02-22
989,15,2026-02-07
991,17,2025-11-16
991,16,2025-12-07
991,4,2026-01-20
992,9,2026-01-05
992,6,2026-01-16
992,7,2026-02-27
992,19,2026-02-11
993,14,2026-02-17
993,4,2025-09-30
993,25,2026-01-01
993,19,2026-01-10
1000,7,2026-01-09
1000,8,2026-02-10
1000,6,2026-02-11
1000,9,2025-12-25
1002,8,2025-10-29
1003,11,2026-01-25
1003,9,2025-10-09
1003,8,2025-11-04
1004,7,2025-10-15
1004,1,2025-10-31
1004,3,2025-09-22
1005,20,2025-10-14
1005,14,2025-09-23
1005,16,2025-12-06
1005,8,2025-11-12
1006,16,2025-11-13
1007,25,2025-10-26
1008,19,2026-01-31
1008,15,2025-11-08
1011,9,2026-01-26
1014,25,2025-11-19
1014,21,2026-01-20
1014,25,2025-11-15
1014,6,2026-01-27
1017,14,2025-12-20
1017,11,2025-10-26
1017,17,2026-02-17
1017,19,2025-11-09
1018,9,2026-02-26
1018,4,2026-03-11
1019,2,2025-09-30
1019,3,2025-11-10
1020,3,2025-11-13
1020,19,2025-11-16
1020,9,2025-12-23
1022,18,2025-11-07
1022,13,2025-12-01
1022,12,2025-09-15
1022,16,2026-02-08
1023,11,2026-01-14
1023,25,2025-11-09
1023,20,2026-02-24
1023,21,2025-11-20
1024,10,2026-02-13
1024,19,2025-12-04
1024,8,2026-02-12
1024,25,2025-11-30
1027,25,2026-02-07
1027,8,2026-03-02
1027,9,2025-10-09
1030,19,2025-10-18
1030,23,2025-10-14
1030,14,2025-12-19
1030,18,2025-10-02
1031,7,2025-10-17
1031,19,2025-10-14
1031,24,2025-12-22
1031,3,2025-09-16
1033,22,2026-02-18
1033,10,2026-01-04
1034,9,2025-09-29
1035,7,2025-09-23
1035,13,2025-09-28
1037,24,2026-02-27
1037,8,2025-09-20
1037,21,2025-10-23
1037,16,2026-01-14
1039,23,2025-10-11
1039,1,2025-11-05
1039,16,2025-11-11
1041,20,2026-01-04
1041,1,2025-10-23
1041,15,2025-10-09
1041,1,2025-12-09
1044,23,2025-10-07
1044,13,2026-03-06
1045,7,2025-12-11
1045,12,2026-01-03
1045,15,2026-02-03
1045,24,2025-09-21
1047,14,2026-02-18
1048,15,2025-10-31
1049,2,2026-02-14
1049,13,2025-10-27
1049,7,2025-12-07
1050,18,2026-03-10
1051,2,2025-10-03
1051,23,2026-01-03
1051,17,2026-02-20
1051,11,2026-02-11
1053,20,2025-12-17
1053,22,2026-01-19
1053,22,2026-02-28
1056,7,2025-12-30
1056,21,2026-01-07
1056,22,2025-12-13
1057,16,2025-12-15
1057,21,2025-12-05
1057,24,2025-09-30
1059,22,2025-11-17
1059,12,2025-10-03
1059,25,2026-02-08
1059,24,2025-09-27
1062,13,2025-10-02
1062,19,2025-10-28
1064,18,2026-03-09
1064,17,2026-02-15
1064,25,2026-03-06
1067,1,2025-11-02
1067,10,2025-11-04
1067,4,2026-02-23
1070,22,2026-02-10
1072,21,2025-12-22
1072,12,2025-11-07
1073,7,2026-02-22
1073,22,2025-12-01
1073,12,2026-03-03
1073,12,2026-02-20
1076,16,2026-03-03
1076,24,2026-02-27
1076,20,2025-11-27
1076,6,2025-10-23
1078,21,2026-02-17
1078,23,2025-09-30
1079,7,2025-09-18
1085,5,2026-02-11
1085,7,2025-10-14
1085,8,2026-01-10
1087,16,2025-10-03
1087,12,2026-01-26
1090,12,2026-03-02
1090,16,2026-01-27
1091,10,2025-12-13
1092,5,2025-10-03
1092,8,2026-01-09
1092,23,2026-01-02
1093,23,2025-11-24
1093,22,2026-02-04
1093,11,2025-12-23
1093,18,2026-01-12
1094,22,2025-09-27
1094,25,2025-12-07
1095,1,2025-10-22
1095,17,2025-12-15
1095,21,2026-01-31
1095,4,2025-09-21
1099,7,2026-02-27
1100,1,2025-09-16
1100,11,2025-12-26
1104,18,2026-02-20
1104,8,2025-12-11
1104,16,2026-03-02
1104,9,2025-10-25
1106,4,2025-10-14
1107,21,2025-09-21
1109,21,2025-12-22
1109,14,2025-10-14
1110,13,2026-01-02
1112,25,2025-10-12
1112,6,2026-02-02
1112,9,2025-10-12
1112,11,2026-03-08
1118,12,2025-11-22
1118,3,2025-11-24
1118,8,2025-12-22
1120,16,2025-11-18
1120,10,2025-12-18
1121,11,2025-12-07
1121,3,2026-01-22
1121,22,2026-01-07
1122,20,2025-11-04
1122,13,2026-01-18
1122,5,2025-11-12
1122,15,2026-01-25
1123,1,2026-02-01
1123,20,2025-10-02
1125,12,2025-09-29
1127,3,2025-10-15
1129,24,2025-10-15
1129,22,2025-12-11
1129,11,2026-02-03
1129,20,2025-11-06
1130,10,2026-02-17
1130,13,2025-12-06
1130,15,2026-01-26
1130,23,2026-03-06
1131,15,2026-01-04
1132,3,2025-10-19
1132,11,2025-10-08
1133,23,2025-11-22
1133,7,2025-09-26
1133,2,2025-11-05
1134,7,2025-10-11
1134,19,2025-12-05
1137,14,2025-12-21
1137,3,2025-11-13
1137,4,2026-02-25
1139,19,2026-02-01
1140,11,2026-02-18
1141,11,2026-02-15
1141,9,2026-01-12
1145,3,2025-12-06
1146,9,2025-10-15
1146,13,2025-09-16
1146,2,2025-09-15
1148,1,2025-10-01
1152,10,2025-10-08
1152,22,2026-02-02
1155,7,2025-09-23
1159,4,2026-02-15
1159,23,2026-01-02
1161,16,2026-03-07
1161,22,2025-12-10
1161,25,2026-01-12
1162,6,2025-11-21
1162,6,2026-01-22
1163,10,2025-10-18
1163,22,2026-03-06
1164,6,2025-10-16
1164,7,2025-12-18
1164,19,2025-11-14
1165,18,2025-09-26
1165,16,2026-02-12
1166,15,2026-01-05
1166,2,2026-01-30
1168,11,2025-10-16
1168,23,2026-03-07
1168,23,2025-12-24
1168,11,2025-09-14
1169,13,2026-01-03
1169,3,2026-02-26
1169,3,2026-03-10
1170,20,2025-10-20
1170,11,2025-12-15
1172,3,2026-02-04
1172,2,2026-01-13
1176,23,2025-12-03
1177,19,2026-02-01
1177,19,2026-03-12
1177,25,2026-01-14
1177,13,2025-12-30
1182,8,2025-09-13
1182,16,2025-11-04
1182,10,2025-10-09
1184,4,2025-11-06
1185,6,2025-12-13
1185,13,2026-01-22
1185,22,2026-02-24
1185,11,2025-12-31
1187,21,2025-11-21
1187,8,2025-10-25
1188,15,2025-12-14
1191,25,2025-11-15
1191,3,2025-11-28
1191,15,2026-02-25
1191,16,2026-01-20
1192,20,2025-09-28
1192,10,2025-12-04
1192,10,2025-11-23
1192,15,2026-02-11
1193,1,2025-11-05
1193,11,2026-01-04
1193,6,2026-02-10
1197,3,2026-02-16
1198,4,2026-02-06
1199,4,2026-02-20
1199,9,2025-11-17
