ticket_id,account_id,created_at,status,priority,closed_at
645,2,2025-11-21,closed,medium,2025-11-27
646,45,2025-10-01,solved,medium,2025-10-08
647,67,2025-09-22,closed,low,2025-10-03
648,91,2025-10-21,solved,low,2025-11-01
649,68,2026-02-23,closed,low,2026-03-06
650,65,2025-09-27,solved,low,2025-10-09
651,43,2025-11-13,solved,urgent,2025-11-15
652,91,2025-12-27,solved,medium,2026-01-04
653,98,2025-09-15,solved,medium,2025-09-23
654,102,2025-12-10,solved,low,2025-12-21
655,96,2026-02-05,pending,medium,
656,69,2026-03-08,pending,medium,
657,109,2026-02-06,solved,medium,2026-02-13
658,105,2026-03-03,pending,low,
659,73,2025-10-31,closed,high,2025-10-31
660,14,2025-10-31,solved,medium,2025-11-06
661,82,2025-11-03,pending,low,
662,6,2026-01-09,solved,medium,2026-01-16
663,67,2025-12-30,closed,medium,2026-01-05
664,118,2025-09-25,closed,medium,2025-10-04
665,80,2026-01-21,closed,medium,2026-01-27
666,6,2026-02-17,solved,low,2026-02-24
667,97,2025-11-29,closed,low,2025-12-08
668,41,2025-12-10,closed,high,2025-12-16
669,12,2026-01-13,open,high,
670,45,2025-12-24,solved,low,2026-01-06
671,113,2025-10-19,solved,high,2025-10-22
672,40,2025-11-29,closed,high,2025-12-05
673,112,2026-01-08,closed,medium,2026-01-08
674,54,2026-02-27,solved,medium,2026-03-06
675,54,2026-02-26,closed,high,2026-03-03
676,106,2026-01-23,solved,low,2026-02-01
677,33,2026-01-10,open,urgent,
678,32,2025-12-31,open,low,
679,53,2026-03-03,closed,low,2026-03-10
680,27,2025-11-14,open,low,
681,58,2026-01-25,closed,medium,2026-01-30
682,112,2025-09-23,closed,high,2025-09-23
683,26,2025-09-28,solved,medium,2025-10-03
684,60,2026-01-31,open,low,
685,63,2026-02-05,solved,medium,2026-02-10
686,82,2025-12-23,pending,medium,
687,65,2025-09-13,solved,low,2025-09-23
688,17,2025-10-25,closed,high,2025-10-28
689,102,2025-11-14,closed,low,2025-11-23
690,114,2025-11-15,solved,low,2025-11-29
691,101,2025-11-29,solved,high,2025-12-07
692,18,2026-03-11,pending,urgent,
693,87,2026-02-22,solved,medium,2026-02-28
694,90,2025-09-23,open,medium,
695,29,2026-01-20,open,high,
696,62,2026-01-05,open,low,
697,113,2025-11-25,open,medium,
698,19,2026-03-01,closed,low,2026-03-11
699,82,2026-01-25,closed,medium,2026-02-04
700,33,2025-09-23,solved,urgent,2025-09-27
701,107,2026-01-27,closed,urgent,2026-01-28
702,35,2025-12-19,pending,low,
703,37,2025-11-19,solved,low,2025-11-30
704,9,2025-09-13,solved,high,2025-09-16
705,16,2026-02-08,open,high,
706,52,2026-01-18,closed,medium,2026-01-22
707,105,2026-02-22,closed,medium,2026-02-28
708,88,2025-09-20,closed,medium,2025-09-26
709,50,2026-03-02,closed,low,2026-03-11
710,35,2025-09-24,solved,medium,2025-10-03
711,108,2025-10-12,closed,low,2025-10-20
712,73,2026-01-30,solved,medium,2026-02-04
713,75,2026-03-07,open,medium,
714,77,2026-02-23,open,low,
715,103,2026-02-03,closed,low,2026-02-13
716,111,2025-10-01,solved,medium,2025-10-05
717,2,2026-01-21,open,low,
718,112,2026-03-06,closed,high,2026-03-06
719,24,2025-09-30,solved,medium,2025-10-06
720,80,2025-11-06,open,medium,
721,22,2025-12-04,solved,low,2025-12-15
722,32,2025-12-11,solved,medium,2025-12-21
723,120,2026-01-12,closed,medium,2026-01-18
724,25,2026-01-18,closed,medium,2026-01-26
725,1,2026-03-06,open,low,
726,10,2025-12-31,closed,urgent,2026-01-01
727,107,2026-01-10,pending,medium,
728,9,2025-12-30,solved,medium,2026-01-06
729,11,2026-03-03,solved,high,2026-03-04
730,54,2025-09-21,closed,high,2025-09-22
731,11,2025-12-07,solved,medium,2025-12-14
732,53,2026-02-08,solved,urgent,2026-02-12
733,60,2025-11-11,solved,high,2025-11-13
734,60,2025-10-19,solved,low,2025-10-28
735,12,2026-01-30,open,medium,
736,5,2026-03-11,open,medium,
737,21,2026-02-22,closed,high,2026-02-23
738,60,2026-01-30,solved,low,2026-02-07
739,48,2025-10-28,solved,low,2025-11-08
740,25,2026-01-22,solved,medium,2026-01-28
741,117,2025-12-07,solved,high,2025-12-13
742,48,2026-01-15,closed,medium,2026-01-20
743,42,2026-02-11,closed,low,2026-02-20
744,119,2025-10-31,pending,medium,
745,91,2026-02-03,closed,low,2026-02-16
746,11,2025-10-24,solved,low,2025-10-30
747,57,2025-09-19,solved,low,2025-09-26
748,26,2026-01-04,solved,high,2026-01-07
749,15,2025-09-20,solved,medium,2025-09-30
750,79,2026-02-28,solved,low,2026-03-07
751,90,2025-12-11,solved,low,2025-12-21
752,47,2025-09-24,solved,medium,2025-09-28
753,106,2025-10-29,closed,medium,2025-11-07
754,117,2026-01-03,closed,low,2026-01-13
755,3,2025-11-03,open,urgent,
756,18,2025-12-28,solved,low,2026-01-09
757,4,2025-10-01,pending,medium,
758,64,2025-09-26,solved,urgent,2025-09-29
759,93,2025-12-31,open,low,
760,87,2026-02-14,solved,low,2026-02-22
761,49,2025-10-24,open,low,
762,23,2026-01-21,solved,medium,2026-01-30
763,6,2026-02-03,solved,medium,2026-02-15
764,60,2025-12-02,closed,low,2025-12-12
765,34,2025-09-16,solved,medium,2025-09-20
766,90,2026-01-15,solved,low,2026-01-23
767,79,2025-11-22,open,high,
768,39,2025-10-02,closed,medium,2025-10-05
769,61,2025-10-10,solved,high,2025-10-13
770,6,2025-11-19,solved,medium,2025-11-26
771,75,2025-11-13,closed,low,2025-11-22
772,30,2026-03-04,open,medium,
773,70,2026-01-11,open,low,
774,111,2025-11-13,solved,high,2025-11-17
775,94,2026-01-05,solved,high,2026-01-09
776,29,2026-01-08,solved,high,2026-01-13
777,83,2026-01-05,pending,low,
778,87,2025-12-22,pending,medium,
779,13,2026-02-17,open,medium,
780,115,2026-02-26,solved,medium,2026-03-10
781,40,2025-09-16,solved,medium,2025-09-20
782,21,2026-01-05,pending,low,
783,54,2026-02-20,solved,high,2026-02-22
784,60,2025-11-17,closed,high,2025-11-24
785,34,2026-02-03,closed,high,2026-02-04
786,64,2025-12-23,open,low,
787,88,2025-09-25,open,urgent,
788,60,2026-02-22,closed,low,2026-03-01
789,118,2025-10-16,pending,high,
790,92,2025-11-23,open,medium,
791,39,2026-01-21,closed,medium,2026-01-24
792,119,2026-02-05,closed,medium,2026-02-14
793,71,2026-02-08,pending,low,
794,85,2025-11-01,solved,medium,2025-11-10
795,51,2026-01-27,closed,low,2026-02-07
796,73,2025-10-23,closed,low,2025-10-31
797,116,2026-01-04,solved,high,2026-01-04
798,7,2025-10-10,closed,medium,2025-10-17
799,103,2025-10-29,pending,medium,
800,120,2025-12-04,closed,medium,2025-12-10
801,110,2025-12-11,solved,low,2025-12-18
802,116,2026-03-02,pending,medium,
803,88,2025-10-04,open,low,
804,44,2026-02-26,solved,medium,2026-03-06
805,99,2025-10-22,closed,medium,2025-10-28
806,118,2025-12-26,solved,medium,2025-12-29
807,53,2025-10-14,solved,urgent,2025-10-16
808,73,2025-09-30,solved,high,2025-10-03
809,5,2026-03-06,solved,high,2026-03-08
810,85,2025-10-02,solved,low,2025-10-12
811,67,2025-11-24,solved,low,2025-12-03
812,34,2026-02-27,solved,medium,2026-03-11
813,86,2026-02-03,closed,low,2026-02-10
814,89,2025-12-22,closed,medium,2026-01-01
815,103,2025-11-24,solved,medium,2025-11-29
816,61,2026-02-13,closed,high,2026-02-19
817,59,2026-02-07,closed,low,2026-02-17
818,55,2026-02-26,solved,high,2026-03-03
819,87,2026-03-12,open,high,
820,8,2026-02-05,solved,low,2026-02-16
821,117,2025-11-09,pending,low,
822,38,2025-10-27,solved,urgent,2025-10-29
823,16,2025-12-22,closed,low,2026-01-08
824,71,2025-09-19,open,high,
825,41,2026-01-12,solved,medium,2026-01-20
826,37,2025-10-15,closed,medium,2025-10-20
827,46,2025-10-27,open,medium,
828,10,2025-11-16,solved,medium,2025-11-21
829,27,2025-12-04,closed,medium,2025-12-16
830,97,2026-01-07,solved,high,2026-01-10
831,39,2026-03-09,closed,high,2026-03-09
832,49,2025-09-27,open,urgent,
833,23,2026-02-06,closed,low,2026-02-14
834,8,2025-11-27,open,medium,
835,101,2026-01-13,closed,low,2026-01-21
836,74,2025-10-21,closed,low,2025-10-28
837,36,2025-11-29,solved,medium,2025-12-05
838,81,2026-02-06,solved,low,2026-02-14
839,103,2025-09-20,solved,low,2025-09-29
840,113,2026-01-25,closed,low,2026-02-04
841,16,2025-10-10,solved,medium,2025-10-17
842,117,2026-01-26,closed,high,2026-01-30
843,116,2025-10-24,open,high,
844,95,2025-10-10,closed,low,2025-10-20
845,60,2025-10-23,closed,medium,2025-10-29
846,62,2025-10-19,open,high,
847,65,2025-10-30,solved,low,2025-11-08
848,50,2026-02-27,solved,high,2026-03-01
849,101,2025-11-04,solved,low,2025-11-11
850,47,2026-03-01,solved,low,2026-03-10
851,62,2025-10-11,solved,high,2025-10-12
852,112,2026-01-20,closed,high,2026-01-25
853,28,2025-12-18,solved,low,2025-12-25
854,67,2025-12-27,solved,medium,2026-01-04
855,94,2025-12-17,solved,medium,2025-12-22
856,51,2025-10-01,closed,high,2025-10-03
857,88,2026-01-31,pending,medium,
858,41,2025-12-23,pending,medium,
859,48,2025-10-15,closed,low,2025-10-28
860,48,2025-11-29,pending,medium,
861,105,2025-11-01,pending,low,
862,119,2026-02-20,solved,medium,2026-02-25
863,33,2026-01-20,closed,low,2026-01-30
864,49,2026-03-10,pending,high,
865,95,2025-12-27,solved,high,2025-12-27
866,60,2025-12-29,pending,low,
867,98,2025-10-25,solved,low,2025-11-06
868,69,2025-10-12,closed,medium,2025-10-19
869,28,2025-12-02,solved,medium,2025-12-07
870,109,2025-11-25,solved,medium,2025-11-28
871,103,2026-01-08,closed,medium,2026-01-19
872,46,2025-10-07,closed,low,2025-10-15
873,48,2026-02-03,closed,low,2026-02-12
874,31,2025-10-02,solved,low,2025-10-10
875,39,2026-03-02,closed,high,2026-03-05
876,24,2025-09-30,open,low,
877,44,2025-10-08,open,low,
878,42,2026-02-21,pending,high,
879,80,2025-11-29,closed,medium,2025-12-07
880,54,2026-02-13,solved,medium,2026-02-18
881,38,2026-01-08,solved,high,2026-01-16
882,29,2025-11-11,open,medium,
883,45,2026-02-06,open,urgent,
884,118,2026-02-27,closed,high,2026-03-02
885,55,2026-03-02,solved,medium,2026-03-08
886,83,2025-11-03,closed,high,2025-11-03
887,56,2025-11-30,solved,low,2025-12-10
888,47,2026-02-10,pending,medium,
889,42,2026-02-25,solved,low,2026-03-09
890,23,2025-11-18,open,high,
891,18,2025-11-26,solved,low,2025-12-07
892,59,2025-10-12,solved,medium,2025-10-17
893,120,2025-12-01,open,medium,
894,17,2025-09-29,solved,urgent,2025-09-29
895,51,2025-11-24,open,urgent,
896,27,2025-11-13,closed,high,2025-11-16
897,37,2025-10-03,closed,low,2025-10-11
898,110,2025-09-15,open,medium,
899,83,2025-09-21,solved,medium,2025-09-23
900,51,2026-02-08,solved,low,2026-02-17
901,82,2025-10-13,open,high,
902,119,2025-12-19,closed,medium,2025-12-26
903,62,2025-10-16,closed,high,2025-10-24
904,2,2026-02-26,pending,medium,
905,44,2026-01-16,closed,medium,2026-01-22
906,68,2026-03-10,closed,urgent,2026-03-10
907,71,2025-10-30,solved,low,2025-11-08
908,65,2025-09-14,solved,high,2025-09-16
909,69,2026-01-20,solved,medium,2026-01-26
910,40,2025-12-05,closed,medium,2025-12-13
911,27,2025-11-27,solved,medium,2025-12-09
912,73,2025-11-15,closed,medium,2025-11-23
913,92,2026-02-23,solved,medium,2026-03-03
914,120,2026-01-31,pending,medium,
915,34,2026-02-11,solved,medium,2026-02-18
916,20,2026-01-21,closed,medium,2026-01-28
917,61,2025-10-26,solved,medium,2025-11-03
918,120,2026-01-16,pending,urgent,
919,36,2025-10-19,closed,high,2025-10-24
920,69,2026-03-10,open,low,
921,14,2025-10-10,solved,low,2025-10-16
922,80,2025-10-07,pending,low,
923,83,2026-01-29,closed,medium,2026-02-05
924,36,2025-10-13,solved,high,2025-10-14
925,115,2025-12-30,solved,medium,2026-01-06
926,49,2025-09-21,closed,medium,2025-09-28
927,107,2026-01-09,closed,low,2026-01-17
928,25,2026-01-31,solved,medium,2026-02-06
929,92,2026-02-07,closed,urgent,2026-02-09
930,19,2026-03-08,pending,low,
931,57,2026-03-11,open,medium,
932,58,2026-02-24,solved,high,2026-02-24
933,97,2025-10-21,closed,urgent,2025-10-21
934,41,2025-12-06,closed,medium,2025-12-12
935,71,2025-09-27,closed,medium,2025-10-05
936,96,2025-12-07,pending,medium,
937,54,2026-03-07,open,low,
938,59,2026-01-22,solved,low,2026-01-31
939,30,2026-03-12,pending,urgent,
940,96,2026-03-07,open,medium,
941,97,2025-12-09,open,medium,
942,102,2026-03-01,solved,low,2026-03-10
943,98,2025-09-28,solved,medium,2025-10-06
944,2,2025-10-11,solved,medium,2025-10-12
945,112,2026-01-19,open,urgent,
946,4,2025-11-21,solved,urgent,2025-11-26
947,46,2025-10-07,solved,medium,2025-10-14
948,77,2026-02-22,closed,urgent,2026-02-25
949,82,2026-02-20,solved,high,2026-02-23
950,67,2025-09-23,solved,high,2025-09-25
951,82,2025-10-29,closed,low,2025-11-08
952,85,2026-01-02,closed,high,2026-01-05
953,60,2025-09-28,open,high,
954,60,2025-09-21,solved,medium,2025-09-30
955,70,2025-10-24,open,low,
956,88,2026-01-13,pending,high,
957,1,2026-03-09,open,medium,
958,75,2025-10-06,solved,low,2025-10-15
959,103,2025-12-13,pending,low,
960,97,2026-01-18,closed,low,2026-01-28
961,68,2025-10-18,open,medium,
962,28,2026-03-06,pending,low,
963,79,2026-03-10,open,medium,
964,30,2025-10-04,solved,high,2025-10-06
965,102,2025-11-11,solved,medium,2025-11-18
966,28,2026-01-06,pending,low,
967,58,2025-10-01,open,medium,
968,6,2025-11-05,open,low,
969,111,2025-11-30,solved,high,2025-12-06
970,16,2026-03-12,open,low,
971,101,2025-11-08,solved,low,2025-11-20
972,111,2025-11-26,open,low,
973,31,2026-02-06,closed,medium,2026-02-12
974,15,2026-03-11,pending,medium,
975,77,2026-03-07,solved,high,2026-03-12
976,65,2025-11-24,solved,medium,2025-12-03
977,118,2026-01-01,closed,medium,2026-01-08
978,64,2025-12-23,closed,low,2026-01-07
979,56,2025-09-18,solved,high,2025-09-23
980,2,2025-09-15,solved,low,2025-09-26
981,83,2026-02-14,open,low,
982,69,2026-03-08,closed,high,2026-03-11
983,50,2026-02-27,closed,high,2026-03-03
984,79,2026-03-07,pending,low,
985,38,2025-10-02,open,medium,
986,88,2025-10-19,solved,low,2025-10-24
987,98,2026-02-13,solved,medium,2026-02-20
988,10,2025-10-24,closed,low,2025-11-02
989,67,2025-12-12,solved,medium,2025-12-19
990,82,2025-12-27,open,medium,
991,27,2026-01-20,open,medium,
992,33,2026-01-11,closed,medium,2026-01-15
993,96,2025-11-19,pending,urgent,
994,72,2025-10-14,open,high,
995,29,2026-01-29,pending,low,
996,82,2026-01-24,open,high,
997,93,2025-12-29,closed,high,2025-12-30
998,13,2025-12-23,solved,urgent,2025-12-24
999,116,2025-09-29,closed,high,2025-10-02
1000,55,2026-03-11,pending,low,
1001,33,2025-11-25,open,medium,
1002,110,2026-01-22,closed,low,2026-01-30
1003,104,2025-09-19,closed,high,2025-09-22
1004,34,2025-11-23,open,low,
1005,107,2025-12-05,closed,low,2025-12-15
1006,65,2026-03-10,open,low,
1007,44,2025-10-06,open,high,
1008,70,2025-10-12,closed,low,2025-10-21
1009,11,2025-11-28,closed,low,2025-12-08
1010,118,2025-10-17,solved,high,2025-10-21
1011,69,2026-02-05,solved,medium,2026-02-13
1012,35,2026-01-14,solved,medium,2026-01-20
1013,52,2025-11-13,solved,medium,2025-11-16
1014,52,2026-01-16,closed,medium,2026-01-26
1015,1,2025-11-26,solved,medium,2025-12-04
1016,5,2025-12-30,solved,medium,2026-01-03
1017,1,2025-12-13,open,low,
1018,104,2026-01-04,closed,high,2026-01-08
1019,44,2025-12-25,open,high,
1020,60,2025-10-04,solved,high,2025-10-09
1021,106,2025-12-28,solved,medium,2026-01-04
1022,94,2025-12-04,solved,low,2025-12-15
1023,70,2025-11-03,solved,medium,2025-11-08
1024,103,2026-01-16,closed,low,2026-01-25
1025,52,2025-09-26,solved,low,2025-10-05
1026,7,2025-10-01,closed,low,2025-10-15
1027,90,2026-01-21,closed,low,2026-02-03
1028,86,2025-12-15,solved,medium,2025-12-24
1029,56,2026-01-15,open,low,
1030,92,2025-12-28,closed,high,2026-01-02
1031,111,2025-12-13,solved,medium,2025-12-20
1032,102,2026-03-09,open,medium,
1033,34,2025-10-16,closed,high,2025-10-16
1034,10,2026-01-22,open,high,
1035,116,2026-03-03,solved,medium,2026-03-11
1036,103,2026-02-19,solved,medium,2026-02-22
1037,23,2026-03-01,solved,low,2026-03-11
1038,50,2025-10-14,closed,urgent,2025-10-15
1039,51,2025-10-25,closed,medium,2025-11-02
1040,76,2026-02-21,solved,medium,2026-02-27
1041,76,2025-10-03,closed,medium,2025-10-09
1042,61,2025-09-15,pending,medium,
1043,97,2025-11-19,open,low,
1044,15,2025-09-15,closed,medium,2025-09-21
1045,44,2025-11-08,closed,low,2025-11-17
1046,103,2025-12-07,solved,medium,2025-12-16
1047,32,2026-02-06,closed,high,2026-02-06
1048,9,2026-01-25,closed,low,2026-01-31
1049,70,2025-11-04,closed,medium,2025-11-07
1050,96,2026-01-18,solved,medium,2026-01-24
1051,47,2025-11-22,open,low,
1052,21,2025-10-12,open,low,
1053,47,2025-10-05,solved,medium,2025-10-13
1054,40,2026-01-02,solved,medium,2026-01-10
1055,94,2025-09-30,closed,medium,2025-10-05
1056,80,2025-09-27,open,medium,
1057,119,2025-10-11,pending,low,
1058,109,2025-11-20,solved,low,2025-12-02
1059,11,2025-10-07,closed,medium,2025-10-19
1060,71,2026-01-04,pending,urgent,
1061,77,2026-03-04,pending,medium,
1062,17,2025-09-25,pending,medium,
1063,36,2026-02-19,solved,low,2026-02-27
1064,43,2025-11-26,solved,low,2025-12-03
1065,94,2026-01-21,closed,low,2026-02-03
1066,10,2025-09-18,solved,medium,2025-09-24
1067,61,2026-02-23,solved,low,2026-03-03
1068,53,2025-10-02,solved,medium,2025-10-11
1069,45,2026-02-25,solved,low,2026-03-05
1070,103,2026-02-03,pending,low,
1071,38,2025-11-15,open,urgent,
1072,59,2025-10-06,open,medium,
1073,27,2025-11-04,closed,low,2025-11-13
1074,92,2025-09-25,closed,low,2025-10-04
1075,87,2026-02-16,open,low,
1076,98,2025-11-20,pending,low,
1077,105,2026-01-15,solved,urgent,2026-01-17
1078,19,2026-03-12,pending,low,
1079,88,2025-11-30,solved,low,2025-12-09
1080,99,2025-12-12,solved,medium,2025-12-19
1081,10,2026-01-16,open,low,
1082,108,2026-03-02,solved,high,2026-03-09
1083,20,2026-02-12,closed,medium,2026-02-18
1084,5,2025-11-06,closed,medium,2025-11-07
1085,27,2025-10-24,closed,low,2025-11-04
1086,63,2025-09-19,open,medium,
1087,100,2025-12-14,solved,high,2025-12-18
1088,97,2025-11-20,closed,low,2025-12-02
1089,114,2025-10-04,pending,medium,
1090,119,2025-12-07,closed,low,2025-12-17
1091,49,2025-12-29,open,medium,
1092,111,2025-12-23,open,medium,
1093,62,2025-12-30,pending,low,
1094,107,2026-03-06,open,medium,
1095,2,2025-09-13,closed,urgent,2025-09-15
1096,12,2025-12-12,pending,low,
1097,75,2025-12-19,solved,high,2025-12-19
1098,34,2026-02-10,solved,medium,2026-02-19
1099,16,2025-10-03,closed,urgent,2025-10-03
1100,84,2026-02-10,open,medium,
1101,103,2025-11-18,closed,low,2025-11-28
1102,13,2025-09-28,open,medium,
1103,59,2025-11-26,solved,medium,2025-12-05
1104,54,2025-11-10,solved,medium,2025-11-16
1105,51,2025-11-05,solved,low,2025-11-15
1106,65,2025-11-18,pending,high,
1107,48,2025-11-30,closed,low,2025-12-08
1108,42,2025-10-11,solved,urgent,2025-10-16
1109,76,2026-03-11,open,low,
1110,73,2026-02-13,open,medium,
1111,103,2025-11-22,open,medium,
1112,95,2025-10-26,closed,low,2025-11-06
1113,75,2025-12-15,solved,medium,2025-12-21
1114,78,2025-12-14,pending,high,
1115,103,2025-11-29,solved,low,2025-12-08
1116,48,2026-03-08,open,medium,
1117,14,2026-02-11,closed,low,2026-02-18
1118,40,2025-10-24,closed,medium,2025-11-01
1119,87,2026-02-13,solved,high,2026-02-16
1120,113,2025-12-20,solved,medium,2025-12-27
1121,2,2025-11-01,solved,low,2025-11-14
1122,4,2026-02-26,pending,low,
1123,50,2026-01-23,closed,high,2026-01-27
1124,97,2026-03-04,open,urgent,
1125,112,2026-02-10,closed,medium,2026-02-19
1126,7,2026-02-27,solved,medium,2026-03-07
1127,69,2026-03-08,pending,low,
1128,51,2025-12-31,open,high,
1129,107,2026-01-11,closed,urgent,2026-01-12
1130,116,2026-02-16,closed,low,2026-03-01
1131,4,2025-09-14,closed,low,2025-09-25
1132,10,2025-10-09,solved,high,2025-10-14
1133,34,2025-12-16,closed,high,2025-12-16
1134,46,2025-09-16,solved,medium,2025-09-22
1135,17,2026-01-11,solved,medium,2026-01-18
1136,70,2025-11-18,open,medium,
1137,17,2025-11-19,solved,low,2025-11-24
1138,29,2026-01-15,closed,medium,2026-01-20
1139,66,2026-03-03,solved,medium,2026-03-09
1140,1,2026-02-19,open,medium,
1141,8,2025-11-27,solved,medium,2025-12-03
1142,45,2026-01-15,closed,low,2026-01-24
1143,23,2025-11-06,closed,low,2025-11-15
1144,46,2026-03-04,open,low,
1145,12,2025-10-25,solved,low,2025-11-03
1146,58,2026-02-16,solved,low,2026-02-27
1147,91,2026-01-22,solved,medium,2026-01-28
1148,35,2025-12-26,pending,low,
1149,2,2026-02-17,pending,high,
1150,34,2025-12-03,pending,low,
1151,8,2026-02-12,solved,low,2026-02-23
1152,112,2026-01-16,closed,medium,2026-01-20
1153,51,2025-12-20,solved,medium,2025-12-29
1154,3,2026-02-17,open,high,
1155,77,2025-09-22,solved,urgent,2025-09-23
1156,58,2025-12-19,solved,medium,2025-12-28
1157,59,2026-02-21,solved,high,2026-02-24
1158,49,2025-11-15,open,medium,
1159,112,2025-12-19,open,medium,
1160,57,2025-12-05,solved,medium,2025-12-12
1161,80,2026-02-25,closed,urgent,2026-02-27
1162,54,2026-03-12,open,high,
1163,119,2025-09-28,pending,medium,
1164,5,2025-11-15,closed,medium,2025-11-21
1165,68,2026-01-09,closed,medium,2026-01-17
1166,85,2026-02-16,closed,high,2026-02-21
1167,46,2026-02-28,closed,medium,2026-03-06
1168,103,2026-02-18,solved,medium,2026-02-23
1169,14,2025-10-21,solved,high,2025-10-22
1170,16,2025-11-23,closed,high,2025-11-28
1171,13,2026-01-02,pending,medium,
1172,101,2025-12-12,open,high,
1173,18,2026-01-26,solved,medium,2026-02-02
1174,33,2025-12-08,solved,medium,2025-12-16
1175,36,2026-01-14,pending,medium,
1176,115,2026-02-22,closed,low,2026-03-03
1177,89,2025-12-10,closed,low,2025-12-22
1178,14,2026-03-07,open,medium,
1179,48,2025-11-19,solved,low,2025-11-28
1180,60,2025-12-04,solved,high,2025-12-11
1181,22,2026-01-29,closed,medium,2026-02-05
1182,40,2026-01-30,solved,high,2026-02-05
1183,29,2026-02-03,solved,medium,2026-02-09
1184,86,2025-11-02,solved,low,2025-11-13
1185,89,2026-02-12,pending,high,
1186,2,2026-02-25,solved,low,2026-03-07
1187,59,2025-11-02,solved,low,2025-11-11
1188,74,2025-11-03,open,low,
1189,23,2025-10-19,closed,low,2025-10-31
1190,113,2025-12-11,solved,medium,2025-12-18
1191,37,2026-01-03,solved,high,2026-01-06
1192,17,2025-10-30,closed,high,2025-11-04
1193,100,2026-01-10,closed,medium,2026-01-18
1194,94,2026-02-17,pending,medium,
1195,107,2026-02-10,closed,low,2026-02-22
1196,15,2025-11-22,open,medium,
1197,108,2025-10-07,closed,high,2025-10-15
1198,47,2026-02-20,solved,low,2026-02-28
1199,113,2026-03-01,solved,medium,2026-03-09
1200,46,2025-12-12,solved,medium,2025-12-18
1201,100,2025-12-31,closed,low,2026-01-09
1202,47,2025-11-27,pending,medium,
1203,92,2025-09-28,open,low,
1204,119,2025-11-25,pending,medium,
1205,117,2026-02-01,solved,low,2026-02-11
1206,15,2025-12-03,closed,medium,2025-12-09
1207,22,2026-01-27,closed,low,2026-02-05
1208,41,2026-03-08,open,low,
1209,90,2026-03-03,open,medium,
1210,109,2025-09-14,solved,low,2025-09-23
1211,3,2025-10-07,solved,high,2025-10-08
1212,38,2025-10-30,pending,high,
1213,20,2025-09-27,solved,low,2025-10-05
1214,61,2025-11-23,open,medium,
1215,57,2026-02-23,pending,low,
1216,119,2025-10-06,solved,urgent,2025-10-09
1217,100,2025-10-13,solved,high,2025-10-18
1218,86,2025-11-03,closed,medium,2025-11-14
1219,112,2025-09-14,solved,low,2025-09-26
1220,109,2025-12-03,solved,medium,2025-12-09
1221,36,2026-01-23,open,medium,
1222,30,2025-09-22,solved,low,2025-09-30
1223,56,2026-01-08,solved,medium,2026-01-18
1224,75,2026-01-29,closed,high,2026-01-31
1225,84,2025-11-27,solved,high,2025-11-30
1226,92,2026-01-30,solved,high,2026-01-31
1227,110,2025-11-06,open,medium,
1228,67,2025-11-01,solved,medium,2025-11-07
1229,88,2026-01-01,closed,high,2026-01-01
1230,37,2026-02-20,solved,high,2026-02-25
1231,81,2025-09-28,pending,medium,
1232,28,2026-01-13,solved,medium,2026-01-15
1233,11,2025-10-06,solved,low,2025-10-14
1234,116,2025-11-04,solved,medium,2025-11-12
1235,12,2025-11-24,solved,medium,2025-12-03
1236,92,2026-01-25,open,low,
1237,86,2025-12-29,closed,low,2026-01-10
1238,64,2026-02-05,solved,medium,2026-02-13
1239,87,2026-02-13,solved,high,2026-02-17
1240,102,2025-11-08,solved,low,2025-11-20
1241,19,2026-01-18,solved,low,2026-01-29
1242,96,2026-02-10,solved,low,2026-02-16
1243,64,2025-11-10,pending,medium,
1244,33,2025-11-17,solved,medium,2025-11-22
1245,29,2026-02-08,closed,high,2026-02-10
1246,79,2026-01-14,closed,medium,2026-01-24
1247,107,2025-10-25,solved,high,2025-10-29
1248,76,2026-02-27,open,medium,
1249,12,2026-03-11,pending,medium,
1250,36,2025-11-17,closed,medium,2025-11-25
1251,89,2026-01-05,solved,low,2026-01-12
1252,16,2026-02-12,solved,medium,2026-02-17
1253,47,2026-01-05,open,high,
1254,31,2025-12-04,solved,low,2025-12-15
1255,33,2026-02-27,solved,low,2026-03-04
1256,34,2025-09-30,closed,medium,2025-10-07
1257,96,2026-02-23,closed,urgent,2026-02-26
1258,77,2026-02-23,solved,medium,2026-02-28
1259,13,2025-10-31,solved,low,2025-11-06
1260,107,2026-02-02,solved,medium,2026-02-08
1261,62,2025-10-30,solved,medium,2025-11-04
1262,86,2025-12-11,open,high,
1263,85,2025-12-14,closed,high,2025-12-14
1264,52,2025-12-29,solved,high,2026-01-02
1265,13,2025-09-19,closed,high,2025-09-26
1266,89,2025-10-20,pending,high,
1267,34,2026-02-05,solved,medium,2026-02-12
1268,17,2025-09-13,pending,low,
1269,104,2025-12-27,pending,high,
1270,84,2026-03-09,pending,low,
1271,13,2025-10-21,solved,high,2025-10-24
1272,70,2025-12-14,closed,medium,2025-12-25
1273,92,2025-12-05,closed,medium,2025-12-13
1274,45,2025-12-20,open,low,
1275,19,2025-10-17,closed,low,2025-10-28
1276,58,2025-10-26,closed,medium,2025-11-04
1277,89,2025-12-10,solved,low,2025-12-21
1278,48,2026-02-16,solved,medium,2026-02-20
1279,68,2025-10-22,solved,low,2025-10-31
1280,78,2026-02-15,closed,low,2026-02-27
