user_id,created_at,country,marketing_source
946,2026-03-12,BR,organic
947,2026-01-28,US,facebook
948,2025-11-02,CA,google
949,2026-03-03,CA,organic
950,2026-02-23,MX,organic
951,2026-02-16,CA,organic
952,2025-12-11,MX,email
953,2026-02-18,US,email
954,2026-03-12,MX,tiktok
955,2026-02-11,BR,organic
956,2025-12-02,BR,google
957,2025-10-12,US,facebook
958,2025-10-19,PT,facebook
959,2026-02-12,US,organic
960,2025-12-30,US,organic
961,2026-01-28,US,organic
962,2026-01-16,MX,google
963,2025-12-02,CA,organic
964,2025-12-13,BR,organic
965,2025-11-01,CA,tiktok
966,2026-01-20,CA,facebook
967,2026-01-16,CA,referral
968,2026-01-04,CA,google
969,2026-02-04,BR,email
970,2025-11-08,MX,google
971,2025-11-09,PT,facebook
972,2026-01-08,PT,referral
973,2026-01-17,PT,organic
974,2026-02-06,BR,google
975,2026-01-30,MX,organic
976,2025-09-23,CA,organic
977,2025-12-30,BR,referral
978,2026-02-27,US,facebook
979,2025-09-21,CA,google
980,2025-10-05,CA,email
981,2025-10-13,US,google
982,2026-02-10,MX,email
983,2026-02-16,CA,google
984,2025-10-18,US,email
985,2025-09-28,PT,facebook
986,2025-11-23,PT,organic
987,2025-12-04,MX,facebook
988,2025-11-20,PT,tiktok
989,2026-03-05,BR,google
990,2025-12-27,BR,tiktok
991,2026-02-27,US,organic
992,2025-10-16,US,google
993,2025-12-04,US,referral
994,2026-03-05,CA,organic
995,2026-02-07,MX,organic
996,2025-12-18,CA,google
997,2025-10-06,CA,organic
998,2025-11-23,MX,facebook
999,2026-01-15,MX,organic
1000,2025-10-06,CA,organic
1001,2026-03-10,MX,email
1002,2026-01-27,CA,google
1003,2025-12-31,US,organic
1004,2025-12-04,MX,facebook
1005,2026-02-07,US,organic
1006,2026-01-15,MX,email
1007,2025-09-25,BR,google
1008,2026-01-08,BR,google
1009,2025-10-23,CA,facebook
1010,2025-12-31,US,tiktok
1011,2025-10-16,MX,google
1012,2025-11-22,BR,organic
1013,2025-11-16,BR,facebook
1014,2026-02-26,US,google
1015,2026-02-20,MX,referral
1016,2025-11-11,CA,organic
1017,2026-03-12,BR,google
1018,2026-01-13,BR,google
1019,2025-11-09,PT,organic
1020,2025-09-15,BR,organic
1021,2025-10-13,CA,organic
1022,2026-01-13,BR,google
1023,2025-10-05,BR,google
1024,2025-12-16,MX,google
1025,2025-10-17,US,google
1026,2026-02-04,BR,organic
1027,2025-10-25,CA,facebook
1028,2025-11-06,US,tiktok
1029,2026-02-17,CA,email
1030,2025-10-05,BR,google
1031,2025-10-14,PT,referral
1032,2025-12-11,CA,facebook
1033,2025-10-18,US,google
1034,2025-10-04,US,organic
1035,2026-02-13,PT,facebook
1036,2026-03-08,BR,email
1037,2026-02-28,MX,google
1038,2026-02-15,PT,google
1039,2025-12-22,MX,organic
1040,2025-11-13,CA,facebook
1041,2025-11-13,CA,organic
1042,2025-10-01,PT,email
1043,2025-09-16,MX,tiktok
1044,2025-10-16,CA,email
1045,2026-02-05,CA,facebook
1046,2026-03-06,US,referral
1047,2025-10-01,BR,organic
1048,2025-09-16,MX,google
1049,2025-09-28,CA,organic
1050,2026-02-20,PT,referral
1051,2025-12-30,CA,google
1052,2026-01-28,PT,organic
1053,2025-11-23,BR,facebook
1054,2026-01-21,US,tiktok
1055,2025-10-22,PT,facebook
1056,2026-02-10,BR,facebook
1057,2026-01-02,US,google
1058,2025-10-05,CA,google
1059,2026-02-16,PT,google
1060,2026-03-02,US,google
1061,2025-10-18,BR,google
1062,2025-12-10,PT,organic
1063,2025-11-18,US,facebook
1064,2025-11-20,BR,referral
1065,2025-09-20,MX,email
1066,2025-11-21,PT,google
1067,2026-02-07,BR,organic
1068,2026-01-21,MX,google
1069,2026-02-05,US,facebook
1070,2025-11-17,BR,email
1071,2026-03-04,BR,google
1072,2026-01-21,BR,google
1073,2025-09-16,US,google
1074,2025-12-15,CA,tiktok
1075,2025-10-28,BR,organic
1076,2026-02-27,CA,google
1077,2025-11-15,CA,tiktok
1078,2025-12-03,MX,email
1079,2026-02-06,MX,google
1080,2026-03-04,BR,google
1081,2026-01-23,BR,tiktok
1082,2025-09-30,CA,email
1083,2025-12-01,MX,google
1084,2026-01-07,BR,facebook
1085,2025-11-26,PT,referral
1086,2026-02-19,US,organic
1087,2026-02-11,CA,tiktok
1088,2025-11-02,PT,referral
1089,2025-11-14,US,google
1090,2025-12-26,BR,google
1091,2025-12-10,BR,tiktok
1092,2025-09-13,CA,email
1093,2025-11-30,BR,google
1094,2025-11-12,CA,organic
1095,2025-09-28,US,referral
1096,2025-10-06,BR,tiktok
1097,2026-01-24,CA,organic
1098,2025-12-17,CA,tiktok
1099,2025-10-04,PT,google
1100,2025-10-17,CA,google
1101,2026-02-05,BR,facebook
1102,2025-10-16,US,facebook
1103,2025-12-02,CA,organic
1104,2025-12-05,MX,facebook
1105,2025-11-11,BR,tiktok
1106,2025-10-17,PT,google
1107,2025-10-10,US,facebook
1108,2025-12-02,CA,google
1109,2025-12-13,US,facebook
1110,2026-01-09,MX,email
1111,2025-10-06,US,email
1112,2025-11-29,PT,google
1113,2025-12-05,US,google
1114,2025-11-15,MX,facebook
1115,2025-09-25,MX,google
1116,2025-10-27,BR,tiktok
1117,2026-01-06,PT,referral
1118,2025-11-15,BR,organic
1119,2025-10-18,BR,google
1120,2025-11-08,US,google
1121,2025-12-24,MX,organic
1122,2026-02-25,BR,organic
1123,2025-11-18,BR,google
1124,2025-09-29,US,email
1125,2026-01-04,US,google
1126,2025-12-06,BR,google
1127,2026-01-09,BR,google
1128,2026-02-06,CA,email
1129,2025-12-23,CA,google
1130,2026-03-06,CA,google
1131,2025-11-06,US,google
1132,2026-01-05,US,google
1133,2026-02-18,PT,google
1134,2025-11-27,CA,facebook
1135,2026-01-31,CA,google
1136,2025-11-23,CA,google
1137,2025-11-03,PT,google
1138,2026-01-30,BR,tiktok
1139,2025-12-13,CA,organic
1140,2026-01-15,MX,tiktok
1141,2026-01-19,MX,facebook
1142,2025-10-29,BR,facebook
1143,2025-11-08,BR,email
1144,2025-11-23,BR,email
1145,2026-01-11,PT,facebook
1146,2026-02-09,US,tiktok
1147,2025-10-08,US,organic
1148,2025-11-20,PT,email
1149,2025-09-27,US,organic
1150,2025-12-21,MX,tiktok
1151,2025-10-27,US,google
1152,2025-12-03,MX,tiktok
1153,2025-09-20,MX,tiktok
1154,2026-02-04,US,organic
1155,2025-10-31,CA,organic
1156,2025-10-27,CA,google
1157,2025-09-27,US,organic
1158,2025-09-18,PT,organic
1159,2025-12-06,PT,google
1160,2025-10-16,MX,referral
1161,2025-12-04,BR,google
1162,2026-02-10,US,referral
1163,2026-01-25,MX,tiktok
1164,2025-12-17,CA,organic
1165,2025-12-08,MX,facebook
1166,2025-10-23,CA,email
1167,2026-01-15,MX,google
1168,2026-02-03,PT,referral
1169,2025-11-09,PT,email
1170,2025-12-18,MX,referral
1171,2025-11-27,US,google
1172,2025-09-13,PT,facebook
1173,2026-02-05,BR,google
1174,2025-12-03,PT,google
1175,2026-02-04,BR,tiktok
1176,2025-10-19,MX,referral
1177,2025-11-12,MX,tiktok
1178,2025-10-25,BR,email
1179,2026-03-03,MX,facebook
1180,2025-11-19,US,google
1181,2025-09-30,MX,google
1182,2025-10-10,BR,google
1183,2026-01-03,CA,tiktok
1184,2025-12-27,CA,email
1185,2025-12-11,PT,facebook
1186,2026-01-13,PT,organic
1187,2026-03-07,US,google
1188,2025-10-01,BR,facebook
1189,2025-12-03,MX,tiktok
1190,2025-10-01,MX,google
1191,2025-12-18,US,referral
1192,2026-01-31,BR,facebook
1193,2026-02-17,CA,organic
1194,2026-01-01,US,organic
1195,2026-01-02,US,google
1196,2025-12-06,US,tiktok
1197,2025-12-26,PT,referral
1198,2026-01-29,MX,organic
1199,2025-11-28,US,google
1200,2025-12-22,PT,organic
