subscription_id,user_id,plan,start_date,end_date,status
665,1038,basic,2026-02-17,2026-03-04,cancelled
666,1041,basic,2026-02-25,,active
667,1042,basic,2025-10-03,,active
668,1043,basic,2025-09-18,,active
669,1044,basic,2026-01-15,,active
670,1048,enterprise,2025-12-17,,active
671,1049,pro,2026-03-02,,active
672,1050,pro,2026-03-04,,active
673,1051,basic,2026-01-20,2026-03-11,cancelled
674,1052,basic,2026-03-06,,active
675,1053,basic,2026-02-03,2026-03-05,expired
676,1054,pro,2026-01-22,2026-03-11,cancelled
677,1057,basic,2026-01-08,2026-02-11,cancelled
678,1059,pro,2026-03-02,,active
679,1060,basic,2026-03-05,,active
680,1062,basic,2026-01-29,,active
681,1063,basic,2025-11-21,2026-01-02,expired
682,1064,basic,2025-12-21,,active
683,1065,basic,2026-02-27,,active
684,1066,pro,2026-02-04,2026-02-28,expired
685,1067,basic,2026-02-28,2026-03-14,cancelled
686,1068,basic,2026-02-28,2026-03-14,cancelled
687,1069,basic,2026-02-08,2026-03-06,cancelled
688,1071,basic,2026-03-11,,active
689,1072,basic,2026-01-27,2026-02-27,cancelled
690,1074,pro,2026-02-05,,active
691,1075,pro,2025-10-30,,active
692,1076,basic,2026-03-08,2026-03-22,cancelled
693,1078,basic,2026-02-16,,active
694,1079,basic,2026-02-10,2026-03-02,expired
695,1080,basic,2026-03-09,,active
696,1082,basic,2025-10-11,,active
697,1083,basic,2026-02-22,2026-03-10,cancelled
698,1084,basic,2026-03-08,,active
699,1085,basic,2025-11-27,,active
700,1087,basic,2026-03-09,2026-03-23,cancelled
701,1088,basic,2025-12-23,2026-02-18,cancelled
702,1089,pro,2026-01-12,2026-02-16,expired
703,1090,basic,2026-02-02,,active
704,1091,basic,2025-12-15,,active
705,1095,basic,2026-01-29,2026-03-10,cancelled
706,1097,basic,2026-01-24,,active
707,1098,basic,2025-12-31,,active
708,1099,pro,2026-01-04,,active
709,1100,basic,2025-11-30,,active
710,1101,basic,2026-03-12,,active
711,1102,basic,2025-12-22,2026-01-07,expired
712,1103,pro,2025-12-16,,active
713,1104,basic,2026-01-21,2026-02-14,expired
714,1109,basic,2025-12-29,2026-01-24,cancelled
715,1111,basic,2025-12-07,2026-03-09,cancelled
716,1113,basic,2026-01-05,,active
717,1119,basic,2026-02-15,2026-03-10,cancelled
718,1120,pro,2026-01-29,2026-02-23,cancelled
719,1121,basic,2026-02-09,,active
720,1122,enterprise,2026-03-12,,active
721,1123,enterprise,2026-01-31,2026-02-20,cancelled
722,1124,pro,2026-01-08,,active
723,1125,basic,2026-01-24,2026-03-02,cancelled
724,1126,pro,2026-01-12,,active
725,1127,basic,2026-02-07,,active
726,1128,basic,2026-03-05,,active
727,1130,basic,2026-03-07,,active
728,1131,basic,2026-03-01,,active
729,1133,pro,2026-02-26,2026-03-12,cancelled
730,1134,basic,2026-01-08,,active
731,1135,basic,2026-02-17,,active
732,1136,basic,2026-03-12,2026-03-26,cancelled
733,1137,pro,2026-02-14,2026-03-09,expired
734,1138,pro,2026-02-08,2026-03-01,cancelled
735,1140,basic,2026-03-06,2026-03-20,expired
736,1141,pro,2026-02-08,2026-03-07,expired
737,1143,basic,2026-01-18,,active
738,1144,pro,2026-01-01,2026-01-15,cancelled
739,1146,basic,2026-03-08,2026-03-22,expired
740,1148,basic,2026-01-31,2026-02-18,cancelled
741,1150,pro,2026-03-08,2026-03-22,expired
742,1151,basic,2026-03-12,,active
743,1152,basic,2026-01-29,2026-02-21,cancelled
744,1153,basic,2025-09-28,2026-02-14,cancelled
745,1154,enterprise,2026-02-28,,active
746,1155,pro,2025-11-17,,active
747,1156,basic,2026-01-18,2026-02-27,cancelled
748,1158,basic,2025-10-05,,active
749,1160,pro,2026-01-03,,active
750,1162,pro,2026-03-12,,active
751,1163,pro,2026-02-23,,active
752,1164,basic,2025-12-25,2026-02-08,cancelled
753,1167,basic,2026-03-03,,active
754,1170,pro,2026-01-25,,active
755,1173,basic,2026-03-04,,active
756,1175,basic,2026-03-01,2026-03-15,cancelled
757,1177,pro,2025-12-19,2026-01-10,cancelled
758,1179,basic,2026-03-11,,active
759,1180,pro,2026-01-22,2026-02-25,cancelled
760,1181,basic,2025-10-11,,active
761,1182,pro,2026-02-05,,active
762,1185,basic,2025-12-25,2026-01-25,cancelled
763,1187,basic,2026-03-11,2026-03-25,cancelled
764,1190,basic,2025-10-26,,active
765,1191,pro,2026-01-08,,active
766,1194,basic,2026-01-28,2026-03-11,cancelled
767,1195,pro,2026-03-09,2026-03-23,cancelled
768,1196,basic,2025-12-06,,active
769,1197,basic,2026-01-26,,active
770,1198,basic,2026-02-24,,active
771,1199,pro,2026-02-23,2026-03-10,expired
772,1200,pro,2026-01-12,2026-01-28,cancelled
