order_id,product_id,qty,unit_price
997,199,4,47.84
997,51,4,23.19
997,140,2,14.45
997,141,3,13.0
998,151,1,93.19
998,206,4,42.56
998,108,1,13.64
999,209,3,13.94
999,225,3,73.64
1000,14,4,42.24
1000,80,2,86.51
1000,157,1,56.34
1000,191,4,63.82
1001,27,4,47.93
1001,153,1,60.84
1002,209,4,18.29
1002,30,4,35.25
1002,62,4,36.57
1002,28,1,125.99
1003,193,1,24.55
1003,14,3,74.8
1003,185,4,94.37
1003,130,3,118.15
1003,67,1,102.26
1004,136,1,62.63
1004,43,2,59.4
1004,181,4,47.57
1005,195,1,97.58
1005,15,1,100.91
1005,184,1,54.4
1005,59,4,86.52
1005,120,2,70.05
1006,163,1,73.92
1006,99,4,23.53
1006,65,2,24.13
1006,124,4,28.1
1006,126,1,130.27
1007,94,1,47.19
1007,201,3,116.02
1007,91,3,56.63
1007,120,2,74.85
1007,222,4,97.34
1008,155,3,68.74
1008,172,3,13.87
1008,196,4,57.87
1008,98,4,4.19
1009,179,2,56.58
1009,192,1,49.2
1009,241,4,108.09
1010,56,2,65.41
1011,180,1,13.96
1011,192,2,44.93
1012,3,3,15.45
1013,220,2,10.61
1013,59,1,61.4
1013,12,3,96.58
1014,60,3,24.11
1014,171,1,21.72
1015,234,3,102.13
1015,128,2,107.63
1015,108,4,18.47
1016,83,1,73.35
1016,191,1,111.58
1016,196,4,74.05
1017,128,3,84.72
1017,130,1,111.81
1017,26,4,68.03
1017,88,4,75.33
1017,93,3,64.41
1018,120,1,87.99
1018,37,1,31.22
1018,10,1,59.29
1018,92,4,23.84
1019,124,1,22.25
1019,171,4,25.85
1020,76,3,12.36
1020,211,3,20.76
1020,19,2,96.36
1020,216,2,48.45
1021,229,2,25.38
1021,116,3,90.47
1022,175,1,124.62
1022,53,2,49.75
1022,37,2,36.58
1022,123,4,74.77
1023,111,1,67.94
1023,185,1,93.18
1023,130,4,101.46
1023,214,2,68.66
1023,122,3,7.13
1024,176,2,50.25
1025,153,4,106.27
1025,219,1,91.96
1025,116,3,65.05
1026,128,3,85.0
1026,182,1,47.1
1026,87,1,90.96
1026,89,3,27.92
1027,117,2,72.88
1027,187,2,80.35
1028,214,4,104.19
1029,28,3,79.53
1029,109,3,72.81
1029,43,3,69.48
1029,15,4,110.94
1030,3,2,9.85
1030,54,2,37.58
1030,150,1,68.68
1030,220,3,11.36
1030,207,4,90.09
1031,116,4,85.54
1032,115,1,42.63
1032,228,1,25.38
1033,214,3,79.55
1033,118,2,39.44
1033,47,4,22.54
1033,65,3,40.01
1034,9,3,18.61
1034,190,2,92.29
1034,102,3,78.32
1034,194,2,86.73
1034,238,2,45.46
1035,41,1,26.54
1036,210,4,42.56
1036,110,4,61.43
1036,16,3,63.95
1036,33,4,54.6
1036,213,3,78.98
1037,96,4,2.04
1037,6,1,49.85
1037,116,4,90.33
1037,186,4,29.73
1037,1,1,6.1
1038,153,2,66.37
1038,12,1,103.91
1039,139,1,75.52
1039,147,2,134.05
1039,234,3,112.5
1040,63,1,24.42
1040,92,3,39.28
1041,87,3,128.96
1041,73,1,32.09
1042,73,2,45.01
1042,178,2,74.3
1042,201,2,91.27
1042,54,2,30.35
1042,160,2,13.63
1043,192,1,32.75
1043,190,3,86.27
1043,138,1,72.24
1043,166,1,76.22
1043,60,3,33.59
1044,244,1,14.45
1044,15,4,99.23
1045,72,1,42.07
1045,41,3,24.02
1045,17,2,124.09
1046,102,1,117.25
1046,115,1,33.86
1047,122,4,5.11
1047,82,1,116.88
1047,39,2,38.52
1048,7,2,78.08
1048,2,3,9.95
1049,91,2,86.07
1050,185,2,58.71
1050,198,1,71.43
1051,119,2,21.38
1051,164,3,50.24
1051,36,2,116.5
1051,67,2,107.0
1051,120,3,98.74
1052,78,4,71.95
1053,247,2,71.4
1053,54,4,29.54
1054,184,4,39.7
1054,139,3,77.85
1054,171,3,33.53
1054,75,2,112.14
1055,35,1,113.26
1055,104,3,102.06
1055,202,2,3.53
1055,45,2,78.42
1056,202,4,2.54
1057,194,1,76.99
1058,115,4,27.54
1058,45,3,106.47
1058,142,1,15.83
1059,74,2,105.34
1060,11,1,78.19
1060,35,3,118.74
1060,105,1,106.69
1060,103,3,46.4
1061,5,2,99.36
1062,196,2,63.85
1062,52,3,25.39
1062,138,1,67.91
1063,239,2,75.41
1064,237,4,43.38
1065,73,3,26.81
1065,56,3,59.29
1065,182,2,36.21
1065,135,4,71.51
1066,53,2,45.91
1067,248,4,5.52
1068,30,2,29.49
1068,235,4,98.02
1068,192,4,43.46
1069,203,3,54.8
1069,65,1,40.79
1070,131,4,61.46
1071,45,2,61.04
1071,77,2,69.19
1072,20,2,73.14
1072,197,3,85.44
1072,128,3,128.48
1073,195,3,89.29
1073,3,3,14.16
1073,43,4,69.66
1073,92,2,29.66
1073,224,1,25.39
1074,17,1,104.99
1074,168,2,38.6
1074,4,3,76.13
1075,186,1,29.55
1075,72,1,47.72
1075,61,2,46.76
1075,83,1,80.84
1076,57,3,61.81
1076,117,4,65.46
1076,130,4,70.69
1077,230,4,70.47
1077,107,4,28.51
1077,218,4,38.73
1078,192,1,33.36
1078,156,4,113.83
1078,147,2,112.32
1078,9,1,15.17
1078,241,3,77.53
1079,250,4,53.64
1079,61,4,33.49
1079,94,1,56.32
1080,131,4,96.16
1080,63,2,24.02
1080,55,4,19.01
1080,7,1,73.08
1080,102,2,83.19
1081,158,1,110.13
1082,129,3,57.57
1082,195,1,70.78
1083,179,4,99.76
1083,132,1,93.74
1084,147,1,120.26
1084,36,1,76.39
1084,213,4,101.38
1085,8,2,50.7
1085,105,1,77.51
1085,101,2,20.77
1085,53,1,38.27
1086,215,2,104.24
1086,158,2,89.24
1086,21,3,61.33
1086,173,2,59.81
1086,146,2,70.69
1087,157,4,52.39
1087,68,2,15.56
1087,44,2,45.85
1088,176,1,38.62
1088,164,3,48.05
1088,154,4,36.26
1089,210,2,25.67
1089,138,3,120.53
1089,113,2,55.12
1090,208,2,7.31
1090,14,1,60.11
1091,99,4,33.68
1092,227,1,27.23
1092,166,3,98.02
1092,136,2,112.22
1093,30,4,21.76
1094,53,1,39.21
1095,39,4,35.26
1095,136,3,108.36
1095,43,3,66.41
1095,154,1,41.24
1096,248,4,6.84
1096,87,1,79.59
1096,244,1,17.75
1096,145,1,56.08
1096,48,4,123.41
1097,9,2,23.64
1097,136,4,64.56
1097,35,2,129.05
1097,216,4,37.64
1097,5,3,79.86
1098,165,3,121.85
1098,65,4,42.52
1099,208,2,5.42
1099,170,3,44.99
1099,239,1,81.46
1100,142,3,22.27
1100,233,4,13.53
1101,1,3,6.45
1101,34,3,5.49
1101,236,3,35.86
1101,194,3,62.21
1102,209,3,17.61
1102,113,2,52.83
1102,203,3,83.36
1102,95,2,36.48
1102,200,4,133.46
1103,246,2,32.39
1103,33,4,41.73
1104,73,3,40.77
1104,150,4,119.33
1104,19,2,80.08
1104,34,1,9.17
1105,247,2,42.5
1105,106,4,3.64
1106,229,4,26.23
1106,89,2,37.89
1107,189,4,94.84
1107,123,4,81.23
1107,222,3,95.08
1107,249,4,23.99
1107,103,1,40.79
1108,230,2,68.41
1108,156,2,95.64
1108,209,2,20.57
1109,2,1,9.77
1110,216,1,60.02
1110,158,3,108.36
1111,19,2,105.09
1111,56,4,63.49
1111,77,4,61.4
1111,31,4,6.39
1111,5,4,80.83
1112,15,2,88.03
1112,133,2,2.02
1113,160,3,13.36
1114,236,3,47.3
1114,250,2,57.32
1114,210,1,36.8
1114,9,3,18.41
1114,167,1,13.65
1115,147,3,130.73
1115,86,1,84.13
1115,123,3,75.48
1115,40,1,34.94
1116,81,1,29.8
1116,218,4,30.3
1116,104,2,79.75
1116,25,3,68.11
1116,4,4,52.14
1117,178,1,97.42
1117,86,4,77.12
1118,208,3,5.33
1118,76,4,10.68
1119,192,2,50.24
1119,246,3,44.33
1119,137,1,50.42
1119,107,4,23.23
1120,236,3,37.38
1121,89,2,46.57
1121,21,1,50.55
1121,69,1,91.8
1121,91,3,70.55
1121,99,3,23.65
1122,67,4,104.67
1122,70,2,79.96
1122,184,1,58.56
1122,205,1,93.28
1123,63,3,30.44
1123,229,3,18.61
1123,213,3,113.4
1123,206,2,53.44
1123,4,2,56.23
1124,197,1,74.74
1124,42,3,102.97
1124,241,4,96.62
1124,190,3,80.44
1125,83,3,70.58
1125,41,4,19.04
1125,156,4,101.65
1125,179,2,93.97
1126,155,3,48.01
1126,120,1,91.54
1127,185,1,83.25
1127,248,1,8.22
1127,155,1,59.95
1127,143,1,69.39
1127,124,3,33.32
1128,208,4,4.64
1128,100,3,16.08
1129,205,2,68.52
1129,103,1,36.65
1130,38,3,88.14
1130,5,4,103.08
1131,76,1,15.16
1131,123,2,95.94
1131,186,2,17.94
1132,147,3,101.81
1132,87,4,129.49
1132,187,4,77.61
1132,63,4,27.43
1132,148,3,54.64
1133,36,4,65.71
1134,209,1,12.99
1134,143,4,68.37
1134,233,1,10.04
1134,115,1,31.95
1135,95,1,36.8
1136,69,1,61.26
1136,215,2,110.59
1136,3,1,16.04
1136,160,1,15.36
1137,6,3,47.21
1137,156,2,104.94
1138,94,2,88.08
1138,60,1,20.77
1138,220,4,10.1
1138,29,4,86.16
1138,148,4,61.7
1139,82,3,108.04
1140,132,1,84.28
1140,24,1,49.62
1141,196,4,65.03
1141,85,2,62.48
1141,102,3,80.99
1142,98,4,2.82
1142,4,4,85.66
1142,61,3,48.7
1142,249,1,33.5
1143,5,1,84.85
1143,34,3,5.01
1143,51,3,35.86
1143,91,1,51.05
1144,81,4,21.48
1145,46,3,16.53
1145,66,2,9.2
1146,248,3,5.18
1146,68,3,24.81
1146,188,4,59.03
1146,191,3,101.33
1147,164,3,49.92
1147,148,4,50.9
1147,137,4,40.17
1147,102,1,107.47
1147,112,2,94.38
1148,245,1,96.33
1148,2,2,14.76
1148,96,4,2.85
1148,176,1,52.44
1148,120,2,111.83
1149,93,2,66.59
1149,111,2,80.85
1149,126,4,85.22
1149,62,2,41.89
1149,56,4,62.03
1150,209,4,14.59
1150,102,2,88.12
1151,58,3,57.92
1151,185,1,60.51
1152,17,4,106.32
1153,55,3,19.3
1153,247,1,65.48
1154,85,1,52.5
1154,210,3,41.89
1154,83,2,118.9
1154,221,1,34.95
1155,160,2,9.83
1155,18,1,16.8
1155,52,4,24.76
1155,142,2,17.48
1155,246,2,27.18
1156,116,1,65.17
1156,120,1,117.55
1156,56,4,90.86
1156,53,4,27.33
1157,61,4,56.35
1158,35,1,112.54
1158,162,1,94.79
1158,74,3,113.73
1159,122,2,5.78
1159,201,4,80.91
1159,195,1,92.61
1159,94,4,82.14
1160,207,3,114.39
1160,131,4,109.4
1161,69,2,66.48
1161,81,2,38.93
1161,153,4,95.68
1161,125,3,120.93
1162,110,3,78.78
1162,9,1,26.98
1162,151,2,55.1
1162,190,4,87.32
1162,159,4,12.73
1163,229,2,18.36
1163,98,1,4.14
1163,26,1,77.23
1164,180,1,10.38
1165,210,3,47.76
1165,152,3,74.25
1166,179,2,95.99
1166,126,2,84.72
1166,17,4,71.43
1166,217,3,28.69
1166,132,1,75.42
1167,103,3,45.21
1167,79,3,26.13
1167,120,4,98.47
1168,62,4,40.08
1168,249,4,41.27
1168,1,1,9.35
1168,220,1,14.84
1168,159,2,13.84
1169,83,4,106.17
1169,92,4,40.17
1169,231,3,71.42
1169,82,4,83.02
1170,66,4,7.47
1170,121,1,55.68
1171,207,3,117.65
1171,136,3,65.37
1171,220,4,12.87
1171,34,3,5.37
1172,151,1,55.14
1172,157,2,40.32
1172,121,4,97.71
1172,239,4,53.76
1172,76,2,14.95
1173,105,1,102.48
1173,50,3,83.96
1174,16,3,60.85
1174,45,2,60.46
1174,12,3,95.69
1174,205,2,72.97
1175,211,4,19.49
1176,40,1,25.2
1176,143,4,72.32
1176,69,1,77.32
1177,193,1,24.42
1177,177,4,2.5
1177,126,2,108.85
1177,77,1,99.47
1178,1,3,6.59
1178,44,1,42.04
1178,184,1,42.0
1178,158,2,84.11
1179,40,1,32.08
1179,11,4,101.52
1179,59,4,57.57
1180,169,3,56.28
1181,1,2,9.35
1181,129,3,61.17
1182,28,2,85.1
1182,147,2,84.74
1182,108,4,10.63
1183,43,4,49.81
1183,118,2,24.11
1183,108,4,12.17
1184,55,1,17.8
1184,169,1,75.89
1184,248,2,5.5
1184,165,2,115.3
1184,235,3,120.17
1185,215,2,87.39
1185,6,4,59.99
1185,239,2,84.78
1185,108,1,14.62
1185,238,1,77.42
1186,15,4,93.55
1186,10,3,60.72
1186,182,4,32.15
1186,209,3,18.91
1186,204,4,105.07
1187,81,1,39.08
1187,52,1,25.48
1187,152,2,91.35
1188,143,3,62.09
1189,130,4,90.56
1189,68,1,27.13
1190,61,4,52.87
1190,152,2,70.83
1191,225,4,121.83
1191,207,1,106.18
1191,140,2,19.3
1191,26,1,94.64
1191,40,4,21.26
1192,13,4,77.77
1193,100,2,12.98
1193,142,4,23.5
1194,108,4,13.46
1195,87,4,75.35
1195,91,4,67.6
1196,88,3,104.02
1196,162,1,79.27
1196,11,1,93.4
1197,95,2,36.05
1197,131,1,77.65
1197,138,3,114.25
1198,166,3,96.45
1198,204,2,93.71
1199,210,1,43.16
1199,240,4,126.0
1199,199,4,61.05
1199,137,1,55.58
1200,92,3,26.62
1200,110,4,68.86
1200,132,3,56.98
1201,17,4,81.42
1202,130,1,87.18
1202,170,4,50.21
1202,54,2,34.6
1202,223,2,110.74
1203,199,2,59.16
1203,191,1,79.42
1203,54,3,41.16
1203,182,3,48.67
1203,10,2,40.7
1204,138,4,109.0
1204,64,1,3.34
1204,150,2,80.54
1205,89,3,36.91
1206,30,3,20.98
1206,109,2,120.32
1206,17,1,99.87
1206,114,1,72.74
1206,1,1,8.41
1207,215,4,97.37
1207,71,1,123.35
1207,171,3,35.04
1208,7,2,72.55
1208,189,3,92.43
1208,33,2,57.63
1209,249,1,36.28
1209,239,4,87.37
1209,192,2,32.48
1210,154,4,49.01
1211,192,2,36.84
1211,101,1,15.24
1211,235,2,76.85
1212,186,4,25.23
1212,113,4,42.44
1213,19,3,124.6
1213,84,1,83.72
1213,39,1,36.7
1213,163,2,60.7
1213,78,3,52.37
1214,36,4,107.6
1214,223,1,103.59
1214,208,2,6.16
1215,201,4,130.85
1215,193,3,21.22
1215,92,2,34.03
1215,189,4,93.53
1215,232,4,5.35
1216,56,3,49.11
1217,213,3,102.17
1217,240,3,125.79
1218,59,2,85.71
1218,147,1,90.43
1218,1,3,6.61
1218,77,1,73.56
1218,121,4,67.42
1219,179,4,77.57
1219,201,4,110.77
1219,151,3,58.27
1220,74,4,108.88
1220,63,4,25.59
1220,113,2,30.68
1221,186,4,31.55
1222,24,3,36.16
1222,241,4,88.46
1222,17,2,107.22
1223,12,4,89.65
1224,215,1,81.26
1224,14,4,73.89
1224,105,2,69.3
1224,165,1,85.27
1225,14,2,49.63
1226,233,3,14.19
1226,179,2,60.36
1226,5,1,69.07
1227,27,3,34.02
1228,221,4,26.38
1229,219,3,73.79
1229,35,3,81.79
1230,36,1,109.68
1230,168,1,44.86
1230,8,3,42.67
1230,25,2,77.68
1231,47,1,34.05
1231,133,2,2.4
1231,97,3,93.33
1232,78,4,63.11
1232,48,3,107.61
1233,110,1,75.29
1233,50,3,59.07
1233,69,4,96.17
1233,45,4,92.64
1234,46,2,20.53
1234,160,1,11.54
1234,121,2,101.87
1235,69,4,103.28
1236,16,1,45.3
1236,159,3,12.02
1236,235,4,121.89
1236,107,3,19.29
1236,77,4,93.89
1237,87,4,83.15
1237,54,3,37.6
1238,127,3,74.43
1238,237,4,26.44
1238,152,4,114.97
1238,39,4,43.89
1239,106,4,3.27
1239,141,1,12.28
1239,85,1,54.92
1240,164,1,38.77
1240,61,3,58.23
1240,158,1,70.44
1240,156,2,100.82
1240,193,1,16.42
1241,16,1,67.93
1241,121,3,79.34
1241,177,4,2.76
1241,43,1,59.32
1242,34,1,9.29
1243,102,3,126.11
1243,48,2,93.6
1243,83,3,85.8
1243,165,4,75.5
1244,221,3,19.17
1244,207,4,126.78
1244,151,3,71.35
1244,162,1,114.17
1244,231,1,57.11
1245,118,1,30.47
1245,23,2,29.83
1245,159,2,15.52
1245,105,1,62.03
1245,116,4,51.85
1246,146,3,82.89
1246,155,1,65.7
1247,56,4,86.56
1247,122,2,7.8
1247,235,3,102.03
1248,205,1,109.88
1248,177,4,2.29
1248,68,2,15.66
1248,23,3,45.6
1248,187,1,75.79
1249,170,1,66.88
1249,169,2,96.62
1249,22,1,85.16
1249,198,4,99.96
1249,7,1,66.66
1250,11,2,77.93
1250,64,3,2.28
1250,75,3,115.57
1250,37,1,26.15
1250,32,2,12.68
1251,125,1,81.01
1252,26,1,102.37
1252,219,1,84.68
1252,180,2,15.29
1252,227,1,38.22
1253,172,1,12.85
1253,223,1,77.19
1253,2,4,13.75
1253,42,3,72.21
1254,55,3,19.25
1254,249,3,42.5
1254,112,2,81.15
1254,122,2,6.27
1254,218,1,26.55
1255,32,2,14.59
1255,201,2,79.67
1255,148,3,59.94
1255,74,1,112.6
1256,153,2,76.92
1256,170,4,56.5
1256,111,3,64.79
1256,248,3,5.02
1257,73,1,49.39
1257,125,4,104.73
1257,185,3,79.49
1258,146,1,66.38
1258,244,3,17.86
1258,154,3,47.81
1258,57,4,58.74
1258,15,3,124.35
1259,117,2,84.93
1260,98,4,2.63
1260,224,1,21.72
1260,3,3,9.26
1261,221,4,32.56
1261,47,1,35.5
1261,67,1,122.51
1261,11,4,86.7
1262,125,2,101.76
1263,185,2,60.67
1263,29,2,98.36
1263,32,2,13.77
1263,90,2,46.93
1263,223,3,98.62
1264,152,3,69.51
1264,153,3,80.24
1264,77,1,66.23
1264,9,1,24.74
1264,1,2,6.96
1265,238,2,75.28
1265,38,1,126.12
1265,43,4,49.7
1265,197,3,115.22
1266,62,1,62.6
1266,8,1,52.17
1266,33,1,47.86
1266,238,3,49.78
1266,139,1,76.8
1267,74,4,118.23
1267,121,3,88.94
1267,143,2,69.81
1268,58,3,52.79
1268,6,1,58.29
1268,99,2,25.61
1268,57,1,79.58
1268,194,1,62.2
1269,153,3,85.47
1269,148,3,61.1
1269,4,3,74.64
1269,82,3,105.13
1270,214,4,91.83
1271,229,4,17.03
1271,40,1,35.27
1271,134,4,33.26
1272,96,1,1.72
1272,114,3,60.03
1272,229,4,18.24
1273,231,2,77.53
1273,142,3,17.23
1273,15,4,113.53
1273,36,2,97.78
1273,92,4,27.25
1274,137,3,49.96
1275,132,1,69.75
1275,2,4,12.75
1275,197,3,67.52
1276,154,3,33.09
1276,28,3,123.52
1276,84,1,90.48
1276,137,4,46.77
1277,116,2,56.81
1277,16,2,57.14
1277,62,3,56.92
1278,83,2,96.64
1279,155,4,45.17
1279,112,1,73.35
1280,36,1,84.59
1280,213,2,109.05
1280,34,3,7.97
1280,7,2,88.81
1280,78,4,77.03
1281,210,1,48.52
1281,91,1,85.14
1282,2,1,10.68
1282,48,1,75.69
1282,39,2,37.26
1283,125,1,108.64
1283,22,2,123.57
1283,155,3,53.93
1283,16,4,41.27
1283,1,3,7.1
1284,91,3,48.16
1284,249,4,36.37
1284,154,2,31.0
1285,22,4,119.59
1285,247,4,60.09
1286,113,2,41.25
1286,188,1,60.14
1286,74,3,80.38
1287,249,3,25.0
1287,108,2,16.6
1287,183,4,36.78
1287,110,1,77.53
1288,123,4,83.68
1288,141,1,10.18
1288,15,2,77.08
1289,7,4,76.87
1289,99,2,23.47
1289,162,2,67.95
1289,212,4,64.92
1290,97,3,113.77
1290,210,3,35.39
1291,156,2,62.73
1291,80,1,110.67
1292,145,2,55.58
1292,233,1,9.17
1292,179,3,73.31
1292,39,4,31.6
1292,224,2,22.53
1293,52,3,21.88
1293,206,3,62.65
1293,175,2,72.23
1293,128,1,127.31
1293,106,1,4.66
1294,111,2,89.1
1294,114,3,56.12
1295,242,2,31.92
1295,89,3,39.8
1295,57,3,91.5
1296,136,3,94.58
1296,113,2,33.72
1296,131,3,99.69
1297,81,4,31.35
1297,2,4,10.03
1298,222,4,87.94
1299,190,1,79.76
1299,82,2,79.19
1300,78,4,89.08
1301,75,4,90.6
1301,229,1,21.23
1302,96,3,2.63
1302,30,1,29.48
1303,75,4,96.1
1304,178,3,81.5
1304,15,4,105.01
1305,172,4,12.02
1305,36,1,65.35
1306,229,3,24.58
1307,53,4,43.2
1307,193,4,16.32
1307,55,2,24.71
1307,109,4,96.14
1307,218,1,42.13
1308,156,4,111.13
1308,235,2,69.95
1308,74,3,125.59
1309,38,3,124.24
1309,67,1,118.91
1310,20,1,111.22
1311,184,1,47.46
1311,177,1,1.89
1311,230,1,79.41
1311,182,1,32.31
1311,165,1,79.4
1312,88,3,87.06
1312,20,1,76.25
1312,176,2,50.35
1312,55,4,17.16
1312,214,1,69.79
1313,73,4,39.98
1313,115,1,25.43
1313,29,1,74.51
1313,125,4,117.68
1314,166,1,75.8
1314,181,1,42.94
1314,53,4,37.04
1314,124,4,20.48
1314,180,4,15.65
1315,52,1,20.64
1315,170,1,62.42
1315,51,1,24.93
1315,41,2,20.33
1315,106,3,3.54
1316,140,2,14.72
1316,95,2,62.76
1317,42,2,60.75
1317,73,4,34.75
1317,41,1,16.04
1317,100,3,16.1
1317,103,3,61.65
1318,2,3,9.16
1318,39,4,27.26
1319,66,1,9.46
1319,82,1,73.72
1320,2,4,13.52
1320,206,1,51.26
1321,164,4,47.81
1322,121,1,59.03
1322,117,3,70.58
1322,236,2,56.55
1322,192,4,46.95
1323,3,4,15.41
1324,37,3,31.79
1324,50,1,63.55
1324,76,4,15.05
1325,240,4,76.63
1325,31,3,6.63
1325,174,4,12.16
1325,149,4,36.66
1326,186,2,19.71
1326,175,3,70.62
1326,97,3,81.31
1326,135,3,123.45
1326,219,4,116.11
1327,33,1,46.66
1327,215,3,87.94
1328,108,1,13.52
1328,13,1,54.37
1329,182,4,30.84
1329,213,1,66.87
1329,233,3,11.67
1329,39,2,37.83
1330,236,3,50.65
1330,219,2,94.84
1330,53,1,41.34
1330,57,1,62.17
1330,82,4,91.83
1331,237,3,39.94
1331,106,2,4.65
1331,163,1,89.47
1331,100,1,20.09
1331,219,4,116.8
1332,37,3,39.24
1332,80,2,113.37
1332,101,4,21.92
1332,138,3,63.04
1332,86,1,106.99
1333,203,1,71.21
1333,5,3,79.81
1333,82,2,93.21
1333,23,1,33.99
1334,231,2,66.11
1334,108,2,18.06
1334,217,1,49.55
1335,151,1,81.28
1335,61,3,58.02
1335,17,1,78.65
1335,142,2,19.13
1335,114,3,56.16
1336,160,2,9.23
1337,109,4,89.78
1337,23,1,36.53
1337,63,1,26.58
1337,198,2,90.74
1338,78,3,84.55
1338,200,1,125.38
1338,118,2,23.6
1338,229,1,17.36
1338,179,3,85.02
1339,111,4,77.6
1339,128,3,140.94
1339,239,1,80.1
1339,52,1,24.21
1339,155,2,62.36
1340,104,4,104.07
1341,169,2,72.99
1341,136,2,85.76
1342,226,2,52.87
1342,199,4,45.08
1342,201,2,83.97
1342,164,4,39.28
1343,115,4,25.31
1343,165,4,121.33
1344,174,1,13.13
1344,229,2,29.29
1344,183,1,38.97
1344,138,3,98.9
1344,248,4,6.17
1345,76,2,15.54
1345,7,3,91.48
1345,141,1,11.5
1345,215,1,132.52
1346,85,2,61.53
1346,124,2,28.62
1346,142,3,26.27
1346,150,3,109.67
1347,216,3,47.36
1348,184,2,39.32
1349,90,2,59.21
1349,164,2,43.27
1349,119,1,17.71
1349,13,2,66.32
1350,127,3,78.66
1351,42,2,76.89
1351,59,2,80.01
1352,4,4,76.71
1353,36,4,82.12
1353,67,4,121.13
1353,180,3,17.02
1353,207,3,105.12
1354,95,4,40.62
1354,231,4,73.37
1354,105,4,97.64
1354,174,3,14.67
1354,199,3,72.58
1355,98,4,3.41
1355,168,2,42.62
1355,110,3,66.05
1356,162,4,71.49
1356,41,4,26.65
1356,219,3,87.11
1356,107,1,30.15
1357,237,3,30.1
1358,77,4,104.94
1358,63,3,42.3
1358,224,1,26.78
1359,153,2,84.4
1360,14,4,49.7
1361,115,4,43.04
1361,59,3,56.9
1361,235,3,110.43
1361,190,1,62.31
1362,90,2,60.81
1362,29,1,83.22
1362,91,3,49.07
1362,10,2,63.4
1362,174,1,11.84
1363,153,2,99.64
1363,68,4,23.78
1363,198,3,65.69
1363,176,1,38.58
1364,223,3,80.49
1364,43,4,68.76
1364,103,2,50.1
1365,135,3,96.17
1366,90,1,46.1
1366,75,4,120.75
1366,88,1,113.88
1367,89,3,41.68
1367,213,2,97.2
1367,92,1,39.63
1368,107,4,19.92
1369,213,4,98.87
1369,122,2,7.06
1369,96,3,2.9
1370,131,4,82.15
1371,147,4,89.61
1371,60,2,36.73
1371,22,3,140.16
1371,155,4,65.11
1372,185,2,99.13
1372,158,2,118.62
1372,211,4,17.69
1373,212,1,74.87
1373,199,3,69.37
1374,38,3,113.78
1375,142,2,16.05
1375,45,3,65.98
1376,156,1,67.75
1376,157,3,43.17
1377,134,2,40.66
1378,227,1,40.57
1379,174,1,11.91
1380,155,3,67.39
1380,33,4,36.42
1380,100,2,15.8
1380,232,4,3.39
1381,40,2,28.84
1381,41,1,26.05
1381,26,4,71.14
1381,152,4,89.73
1381,141,4,9.83
1382,125,3,89.84
1382,1,1,7.09
1382,114,2,55.77
1382,165,3,82.08
1383,191,4,91.94
1383,207,1,131.19
1383,134,3,40.45
1383,63,1,27.22
1384,70,1,80.07
1385,161,2,51.69
1385,18,4,15.17
1385,138,1,65.47
1386,13,3,55.18
1387,80,2,88.62
1387,41,2,20.14
1387,39,2,27.16
1387,1,2,8.6
1387,26,1,107.32
1388,57,2,73.68
1388,107,1,26.86
1388,216,4,61.01
1388,3,4,13.04
1389,110,1,46.01
1389,124,2,19.93
1389,48,1,118.46
1389,12,4,104.39
1390,94,3,51.03
1390,224,2,28.69
1390,204,3,73.57
1390,8,1,51.83
1390,168,1,41.55
1391,156,4,80.99
1391,121,4,93.33
1391,37,2,31.07
1391,158,4,69.06
1392,129,4,43.34
1392,107,3,23.03
1392,193,2,26.9
1392,37,4,40.56
1392,217,4,40.53
1393,26,4,100.01
1393,51,1,22.0
1393,140,2,13.23
1393,217,3,43.59
1394,46,2,15.47
1394,127,1,72.45
1394,109,4,91.13
1394,53,1,43.4
1395,131,4,115.36
1395,59,4,54.28
1395,29,4,80.94
1396,145,4,62.53
1396,100,2,14.5
1396,152,2,64.25
1396,131,3,90.42
1396,232,4,4.88
1397,196,3,86.97
1398,124,1,25.09
1398,240,2,87.65
1399,149,1,40.12
1399,25,2,72.03
1400,6,1,50.77
1400,23,4,39.74
1401,168,3,40.57
1401,65,4,36.62
1401,214,1,76.23
1401,148,2,36.42
1401,123,1,57.28
1402,133,1,3.76
1402,189,1,80.2
1402,25,4,76.95
1403,52,4,27.3
1403,213,3,105.09
1403,25,4,112.91
1403,44,4,26.5
1404,130,2,97.49
1404,19,1,96.93
1404,23,2,40.78
1404,147,1,124.92
1404,215,1,104.84
1405,30,2,36.03
1405,100,2,14.94
1406,85,1,51.84
1406,69,1,74.19
1406,149,2,41.55
1406,10,3,45.19
1406,194,3,75.58
1407,175,1,79.39
1407,154,3,49.23
1408,199,3,42.72
1408,247,3,44.77
1408,229,2,21.79
1409,230,1,110.24
1409,46,2,25.52
1409,232,4,5.24
1409,240,1,114.32
1410,212,2,97.12
1411,100,1,16.73
1411,56,1,89.34
1411,199,4,60.33
1412,110,4,50.67
1412,179,3,96.26
1412,170,1,57.0
1412,79,2,29.18
1412,93,4,53.98
1413,17,4,79.81
1413,18,4,14.34
1413,225,4,112.07
1413,53,1,38.37
1413,56,2,80.85
1414,166,3,58.78
1414,44,2,42.25
1415,112,3,95.37
1415,81,1,37.25
1416,76,3,9.66
1416,195,1,59.74
