order_id,user_id,order_date,status,channel
1605,985,2025-11-19,refunded,web
1606,624,2025-12-12,cancelled,web
1607,1084,2025-12-10,cancelled,web
1608,38,2026-03-05,paid,web
1609,295,2025-11-19,paid,web
1610,65,2026-01-20,paid,ios
1611,578,2025-11-15,refunded,web
1612,597,2025-11-09,paid,web
1613,556,2025-12-27,cancelled,web
1614,266,2025-11-09,paid,web
1615,340,2026-01-20,paid,web
1616,996,2026-02-22,refunded,web
1617,532,2026-03-09,refunded,web
1618,226,2026-01-27,paid,ios
1619,175,2025-09-19,paid,web
1620,1189,2026-02-17,paid,android
1621,161,2026-01-06,paid,web
1622,701,2025-10-04,paid,web
1623,923,2025-09-22,refunded,web
1624,792,2026-01-07,paid,web
1625,968,2026-02-13,paid,android
1626,219,2025-11-10,cancelled,android
1627,134,2026-03-11,refunded,web
1628,194,2025-10-25,paid,web
1629,576,2026-01-03,paid,phone
1630,219,2025-09-19,paid,android
1631,414,2025-09-22,cancelled,web
1632,1176,2026-03-12,cancelled,android
1633,191,2025-11-20,paid,web
1634,834,2026-03-11,paid,web
1635,480,2025-12-14,paid,android
1636,828,2025-12-11,paid,ios
1637,935,2025-11-12,paid,phone
1638,1015,2025-10-21,paid,android
1639,161,2025-11-13,paid,ios
1640,800,2026-01-03,paid,web
1641,243,2025-10-14,cancelled,web
1642,760,2025-11-19,cancelled,web
1643,672,2025-12-14,cancelled,web
1644,203,2026-01-29,cancelled,web
1645,114,2025-10-04,paid,web
1646,3,2025-09-25,refunded,web
1647,105,2026-03-06,refunded,android
1648,502,2025-12-27,paid,phone
1649,815,2025-11-25,paid,web
1650,319,2025-10-31,cancelled,web
1651,868,2026-01-20,paid,web
1652,1093,2025-10-21,cancelled,android
1653,493,2026-01-09,refunded,web
1654,880,2026-03-12,refunded,web
1655,456,2026-02-04,paid,web
1656,1087,2026-01-13,refunded,web
1657,239,2025-12-27,paid,android
1658,1163,2026-01-16,cancelled,android
1659,300,2025-11-17,cancelled,web
1660,444,2025-12-22,cancelled,web
1661,63,2025-09-16,refunded,web
1662,351,2025-10-11,paid,android
1663,132,2026-02-17,cancelled,android
1664,671,2025-12-12,paid,web
1665,67,2026-01-22,paid,ios
1666,315,2026-02-27,refunded,web
1667,936,2025-12-06,paid,ios
1668,874,2026-02-16,cancelled,android
1669,798,2026-01-31,paid,ios
1670,679,2025-12-24,paid,ios
1671,1189,2025-12-27,paid,web
1672,333,2025-12-06,paid,web
1673,1123,2025-11-01,cancelled,ios
1674,697,2026-03-05,paid,ios
1675,676,2025-10-23,paid,web
1676,41,2026-01-26,refunded,android
1677,673,2026-03-09,paid,ios
1678,1016,2026-02-13,refunded,phone
1679,1123,2025-11-09,paid,ios
1680,797,2025-09-13,refunded,ios
1681,344,2026-01-07,paid,web
1682,217,2025-11-15,refunded,ios
1683,995,2026-01-29,refunded,ios
1684,529,2025-11-12,refunded,web
1685,583,2026-02-17,refunded,phone
1686,89,2026-01-06,cancelled,ios
1687,476,2026-02-07,paid,phone
1688,531,2025-11-15,paid,ios
1689,1131,2025-10-01,cancelled,web
1690,201,2026-03-07,cancelled,web
1691,321,2025-10-21,paid,web
1692,284,2026-03-06,cancelled,web
1693,584,2026-02-19,cancelled,web
1694,643,2025-12-16,paid,ios
1695,842,2026-01-13,paid,web
1696,221,2026-01-12,refunded,web
1697,830,2025-10-09,paid,web
1698,607,2025-11-24,cancelled,ios
1699,105,2025-10-15,cancelled,web
1700,281,2026-01-15,cancelled,android
1701,1065,2025-10-28,paid,web
1702,1156,2026-01-04,paid,phone
1703,77,2026-01-01,cancelled,web
1704,354,2025-09-22,paid,web
1705,235,2025-12-19,paid,ios
1706,691,2025-11-09,paid,web
1707,258,2026-01-21,paid,ios
1708,397,2025-10-21,paid,ios
1709,1188,2025-12-04,paid,android
1710,527,2025-12-09,paid,web
1711,1099,2026-02-06,paid,android
1712,318,2025-12-24,refunded,web
1713,1010,2025-10-02,refunded,phone
1714,815,2026-01-29,refunded,web
1715,1183,2025-12-16,paid,web
1716,817,2025-09-17,paid,ios
1717,1070,2026-01-03,paid,phone
1718,820,2026-01-15,paid,web
1719,113,2026-01-11,paid,web
1720,311,2025-11-27,cancelled,web
1721,1169,2025-09-13,paid,ios
1722,742,2025-09-20,paid,web
1723,1158,2026-01-12,paid,ios
1724,353,2026-02-18,cancelled,web
1725,343,2025-12-10,paid,web
1726,751,2025-10-06,paid,web
1727,10,2026-01-26,paid,web
1728,96,2025-12-14,refunded,web
1729,351,2025-11-24,paid,ios
1730,224,2025-10-07,paid,web
1731,146,2026-01-27,paid,web
1732,430,2025-09-26,cancelled,ios
1733,303,2026-02-28,cancelled,web
1734,336,2026-02-07,refunded,android
1735,1106,2025-11-23,cancelled,web
1736,934,2025-10-09,cancelled,ios
1737,1097,2025-09-25,paid,web
1738,1032,2026-03-01,cancelled,ios
1739,279,2026-02-08,paid,web
1740,891,2025-10-29,cancelled,web
1741,511,2026-01-23,refunded,web
1742,865,2026-03-03,paid,web
1743,824,2025-12-28,paid,android
1744,858,2025-12-07,refunded,web
1745,210,2025-12-18,paid,web
1746,902,2026-03-04,paid,android
1747,216,2025-10-16,paid,web
1748,1000,2026-01-29,paid,android
1749,608,2025-12-15,paid,ios
1750,1078,2025-12-01,paid,web
1751,92,2025-11-14,paid,ios
1752,327,2025-09-17,paid,android
1753,295,2026-01-26,cancelled,android
1754,1036,2026-01-14,cancelled,ios
1755,711,2026-02-22,paid,web
1756,75,2025-09-27,paid,web
1757,260,2025-10-26,refunded,web
1758,841,2026-01-24,refunded,ios
1759,601,2025-10-09,paid,web
1760,21,2025-11-28,paid,web
1761,145,2026-03-08,paid,web
1762,864,2025-11-22,paid,web
1763,175,2025-10-15,paid,web
1764,1034,2026-01-18,paid,android
1765,750,2025-11-07,paid,web
1766,1048,2026-01-08,paid,phone
1767,760,2025-12-16,paid,android
1768,587,2025-10-02,refunded,web
1769,1085,2026-02-25,refunded,web
1770,138,2025-10-30,paid,web
1771,278,2026-01-12,cancelled,android
1772,496,2025-10-27,paid,android
1773,185,2025-10-28,paid,android
1774,1171,2025-12-03,refunded,ios
1775,518,2025-10-05,paid,android
1776,179,2025-10-12,paid,android
1777,886,2026-03-09,paid,android
1778,418,2026-01-19,paid,phone
1779,626,2026-02-03,paid,web
1780,74,2026-01-22,paid,web
1781,311,2026-02-05,cancelled,web
1782,1154,2025-10-06,refunded,web
1783,540,2026-02-11,paid,web
1784,941,2025-10-21,paid,web
1785,901,2025-09-20,paid,android
1786,503,2025-10-18,paid,web
1787,100,2026-02-03,cancelled,web
1788,1095,2026-01-16,paid,web
1789,290,2026-01-31,paid,android
1790,440,2025-12-01,refunded,android
1791,1153,2026-02-22,paid,web
1792,900,2025-12-15,refunded,web
1793,820,2025-11-10,paid,web
1794,10,2026-01-22,paid,web
1795,141,2025-10-01,cancelled,web
1796,64,2025-11-02,cancelled,web
1797,524,2025-11-11,cancelled,web
1798,693,2026-02-05,paid,ios
1799,1071,2025-12-18,refunded,web
1800,1087,2025-11-11,refunded,web
1801,924,2025-09-18,refunded,web
1802,739,2025-09-21,refunded,web
1803,1081,2026-02-20,paid,ios
1804,861,2025-10-27,cancelled,android
1805,728,2025-11-17,paid,ios
1806,346,2026-01-19,paid,phone
1807,916,2025-11-04,paid,web
1808,1054,2026-02-15,cancelled,ios
1809,953,2026-02-02,paid,web
1810,591,2026-03-12,paid,web
1811,831,2026-02-28,cancelled,ios
1812,1148,2025-10-16,paid,android
1813,616,2025-12-24,paid,web
1814,1034,2025-11-13,paid,android
1815,989,2025-11-26,refunded,ios
1816,1137,2025-09-20,refunded,phone
1817,40,2025-10-20,refunded,web
1818,1085,2025-10-17,paid,android
1819,968,2025-09-15,refunded,android
1820,999,2026-01-24,paid,web
1821,556,2026-02-12,paid,ios
1822,551,2025-12-09,cancelled,web
1823,1045,2025-10-24,refunded,web
1824,814,2026-02-16,paid,web
1825,761,2026-01-04,paid,web
1826,557,2026-02-11,paid,web
1827,430,2025-12-24,cancelled,ios
1828,266,2025-10-21,refunded,phone
1829,478,2025-11-10,cancelled,android
1830,426,2025-11-16,paid,web
1831,169,2025-10-15,paid,ios
1832,791,2025-11-27,paid,android
1833,323,2026-01-02,paid,web
1834,743,2026-02-17,paid,web
1835,936,2026-02-17,refunded,web
1836,62,2025-10-15,paid,web
1837,965,2026-01-19,refunded,ios
1838,781,2025-10-26,paid,web
1839,527,2026-02-17,paid,android
1840,754,2025-11-02,paid,web
1841,344,2026-01-30,cancelled,web
1842,438,2025-12-20,cancelled,ios
1843,69,2026-02-14,paid,web
1844,1143,2026-02-06,paid,ios
1845,750,2026-02-23,refunded,web
1846,1012,2025-11-06,paid,web
1847,621,2026-01-04,paid,ios
1848,491,2025-09-24,refunded,android
1849,383,2025-10-09,paid,web
1850,636,2025-12-29,refunded,web
1851,168,2025-12-31,paid,web
1852,487,2026-02-07,cancelled,ios
1853,1068,2025-11-07,paid,web
1854,987,2025-11-01,refunded,web
1855,725,2026-01-10,paid,phone
1856,789,2026-02-27,paid,ios
1857,1181,2026-02-06,paid,web
1858,208,2026-02-13,cancelled,web
1859,437,2026-01-13,paid,phone
1860,372,2025-12-28,paid,ios
1861,880,2025-12-03,cancelled,ios
1862,249,2026-03-02,paid,android
1863,1196,2026-01-21,cancelled,ios
1864,699,2026-02-13,cancelled,ios
1865,335,2025-10-05,paid,web
1866,13,2026-02-01,paid,android
1867,1155,2025-12-05,paid,web
1868,270,2026-03-09,cancelled,web
1869,294,2026-03-02,refunded,ios
1870,1093,2025-11-25,cancelled,web
1871,602,2026-03-04,cancelled,android
1872,174,2025-10-13,cancelled,web
1873,757,2025-12-18,paid,android
1874,303,2025-12-04,paid,web
1875,2,2026-01-24,paid,android
1876,467,2025-12-06,paid,android
1877,471,2025-11-25,paid,web
1878,1186,2025-11-21,paid,android
1879,64,2026-01-28,cancelled,web
1880,1115,2025-10-21,paid,web
1881,445,2026-01-16,refunded,phone
1882,892,2025-11-07,paid,web
1883,1012,2026-02-20,paid,web
1884,1141,2025-10-30,refunded,web
1885,472,2026-02-01,refunded,web
1886,1026,2026-01-05,paid,ios
1887,441,2025-12-21,refunded,web
1888,71,2026-01-14,paid,ios
1889,250,2025-09-16,cancelled,web
1890,420,2025-11-06,paid,ios
1891,52,2025-09-24,paid,android
1892,1087,2026-01-25,refunded,web
1893,450,2026-01-22,paid,web
1894,659,2025-12-17,cancelled,web
1895,941,2025-09-17,paid,web
1896,371,2026-03-07,refunded,web
1897,405,2025-11-28,paid,ios
1898,475,2025-10-07,paid,web
1899,887,2025-12-11,paid,web
1900,39,2025-11-30,refunded,ios
1901,842,2026-02-08,paid,android
1902,807,2025-12-08,refunded,web
1903,633,2026-01-13,refunded,web
1904,394,2025-11-03,refunded,ios
1905,376,2025-12-27,paid,web
1906,1075,2025-12-22,paid,android
1907,55,2025-12-19,cancelled,ios
1908,626,2025-11-09,paid,web
1909,322,2026-01-16,cancelled,web
1910,197,2026-01-10,cancelled,web
1911,833,2026-01-21,refunded,ios
1912,399,2025-12-27,paid,web
1913,1062,2026-01-04,cancelled,web
1914,908,2025-11-16,paid,ios
1915,12,2026-02-03,paid,ios
1916,768,2026-01-08,paid,ios
1917,1075,2025-09-23,paid,android
1918,114,2025-11-22,paid,web
1919,926,2026-02-21,refunded,web
1920,808,2026-01-01,paid,web
1921,688,2026-02-12,paid,android
1922,613,2026-01-23,paid,ios
1923,659,2026-03-05,paid,web
1924,60,2025-12-25,refunded,web
1925,448,2025-12-28,paid,web
1926,509,2026-02-14,cancelled,web
1927,74,2026-01-07,refunded,web
1928,673,2026-02-28,paid,ios
1929,265,2026-01-13,paid,web
1930,1030,2025-11-20,paid,phone
1931,442,2025-09-19,paid,phone
1932,701,2025-10-22,cancelled,ios
1933,78,2026-02-15,refunded,ios
1934,61,2026-01-03,refunded,ios
1935,124,2025-10-29,cancelled,web
1936,1144,2025-12-05,paid,web
1937,259,2025-09-27,paid,web
1938,115,2025-12-10,paid,web
1939,675,2026-02-23,paid,web
1940,996,2025-10-20,paid,android
1941,202,2026-01-20,paid,web
1942,500,2025-09-26,refunded,web
1943,603,2026-01-22,refunded,web
1944,1046,2026-02-06,paid,ios
1945,740,2025-12-10,paid,ios
1946,1040,2025-10-17,paid,web
1947,241,2025-10-15,paid,web
1948,35,2026-01-17,paid,ios
1949,544,2025-10-10,cancelled,web
1950,676,2025-12-15,refunded,web
1951,883,2026-01-05,paid,ios
1952,318,2025-10-22,cancelled,web
1953,102,2025-09-27,paid,web
1954,384,2025-10-14,cancelled,phone
1955,111,2026-02-28,paid,android
1956,163,2026-01-28,paid,ios
1957,1180,2026-01-23,refunded,web
1958,1131,2025-11-02,refunded,web
1959,332,2025-12-25,paid,web
1960,917,2026-01-23,paid,phone
1961,581,2026-01-06,refunded,web
1962,190,2025-10-30,paid,web
1963,341,2026-01-17,refunded,android
1964,1079,2026-01-05,paid,web
1965,896,2025-12-25,paid,ios
1966,1195,2025-09-15,refunded,phone
1967,1181,2025-10-20,paid,ios
1968,426,2025-11-10,cancelled,ios
1969,1067,2026-01-17,refunded,web
1970,762,2026-01-08,refunded,web
1971,270,2025-12-23,cancelled,ios
1972,753,2025-12-27,paid,web
1973,934,2025-10-08,paid,web
1974,45,2025-12-09,cancelled,web
1975,1121,2025-12-03,paid,web
1976,420,2025-10-30,cancelled,ios
1977,419,2025-12-12,cancelled,web
1978,833,2025-12-14,refunded,ios
1979,232,2025-11-26,paid,web
1980,314,2025-10-18,paid,web
1981,259,2026-01-04,paid,web
1982,720,2025-12-23,paid,web
1983,858,2025-10-20,paid,web
1984,969,2025-09-27,paid,web
1985,6,2025-12-03,cancelled,phone
1986,1071,2025-10-06,cancelled,web
1987,578,2026-02-09,paid,phone
1988,556,2025-10-28,cancelled,ios
1989,625,2026-01-30,refunded,web
1990,854,2025-11-03,paid,web
1991,920,2026-03-04,paid,web
1992,459,2025-11-06,refunded,android
1993,223,2026-01-07,cancelled,ios
1994,142,2025-09-27,paid,ios
1995,528,2025-11-28,paid,web
1996,1019,2025-12-19,paid,web
1997,1190,2026-03-01,paid,web
1998,894,2026-01-22,paid,android
1999,7,2026-02-10,paid,ios
2000,1073,2026-01-09,cancelled,android
2001,822,2025-11-30,cancelled,web
2002,247,2025-11-04,paid,web
2003,1076,2025-12-28,cancelled,web
2004,629,2025-11-07,refunded,web
2005,521,2025-12-31,refunded,web
2006,503,2026-02-02,cancelled,ios
2007,1056,2026-01-13,paid,web
2008,1006,2025-11-16,cancelled,web
2009,404,2025-11-26,paid,web
2010,170,2026-01-03,cancelled,web
2011,114,2025-12-02,paid,phone
2012,654,2025-11-04,paid,web
2013,65,2026-02-10,paid,android
2014,382,2026-02-16,paid,web
2015,218,2025-09-28,paid,web
2016,1198,2025-10-21,paid,android
2017,852,2026-02-16,refunded,ios
2018,629,2026-01-19,paid,web
2019,844,2025-11-25,paid,web
2020,473,2025-12-09,paid,android
2021,785,2025-09-28,refunded,android
2022,1184,2025-12-13,paid,web
2023,219,2026-01-15,paid,web
2024,404,2026-01-02,cancelled,web
2025,138,2026-02-05,paid,ios
2026,349,2025-10-04,refunded,android
2027,1194,2026-02-15,paid,web
2028,1191,2025-10-31,refunded,web
2029,63,2025-10-10,cancelled,web
2030,1037,2026-02-25,paid,ios
2031,790,2026-01-08,paid,phone
2032,560,2026-03-09,refunded,web
2033,1060,2025-12-02,paid,web
2034,26,2025-10-15,paid,android
2035,286,2025-12-02,paid,phone
2036,637,2025-10-17,refunded,android
2037,963,2025-11-29,paid,phone
2038,448,2025-12-16,paid,web
2039,895,2026-03-02,refunded,ios
2040,480,2026-02-08,refunded,web
2041,1048,2026-02-07,paid,android
2042,874,2026-01-23,paid,web
2043,476,2026-02-08,paid,web
2044,962,2026-02-27,paid,web
2045,1034,2025-12-28,cancelled,web
2046,1186,2025-12-13,paid,ios
2047,690,2025-10-08,paid,android
2048,1192,2025-12-27,paid,ios
2049,472,2025-12-31,paid,web
2050,292,2025-10-19,paid,web
2051,1117,2025-10-11,paid,web
2052,331,2026-01-03,paid,phone
2053,1096,2026-01-19,cancelled,web
2054,1191,2025-11-18,paid,web
2055,518,2025-09-19,refunded,web
2056,129,2025-12-30,refunded,web
2057,263,2025-09-18,paid,web
2058,740,2025-09-29,paid,android
2059,751,2025-12-07,cancelled,ios
2060,262,2026-03-05,paid,ios
2061,1146,2026-02-09,refunded,web
2062,437,2026-02-15,refunded,web
2063,174,2026-02-25,cancelled,android
2064,83,2025-11-15,paid,web
2065,68,2025-12-14,paid,android
2066,112,2026-01-10,paid,android
2067,714,2025-12-08,paid,ios
2068,278,2025-10-10,paid,android
2069,356,2025-12-25,cancelled,web
2070,1069,2025-12-29,paid,phone
2071,1020,2025-09-28,paid,ios
2072,97,2026-03-09,paid,ios
2073,771,2026-02-28,cancelled,android
2074,906,2026-01-19,refunded,ios
2075,393,2025-09-28,paid,web
2076,256,2025-10-25,cancelled,web
2077,504,2025-11-21,paid,android
2078,283,2025-12-02,paid,android
2079,137,2025-10-12,refunded,android
2080,24,2026-01-16,paid,web
2081,897,2026-02-27,paid,android
2082,839,2025-10-10,paid,ios
2083,316,2025-12-24,refunded,web
2084,423,2026-03-03,paid,android
2085,1019,2026-03-02,refunded,web
2086,561,2026-02-04,cancelled,web
2087,748,2025-11-05,cancelled,web
2088,778,2025-09-18,refunded,web
2089,322,2025-12-14,paid,android
2090,518,2026-01-10,paid,web
2091,608,2026-03-09,cancelled,android
2092,1198,2025-11-28,paid,ios
2093,542,2026-02-05,cancelled,ios
2094,396,2025-10-10,cancelled,ios
2095,574,2025-09-19,paid,web
2096,555,2025-09-20,paid,phone
2097,163,2025-09-17,paid,web
2098,598,2026-03-05,paid,ios
2099,559,2025-10-29,paid,ios
2100,1066,2025-11-07,refunded,web
2101,515,2026-03-10,refunded,web
2102,1148,2026-02-05,refunded,web
2103,395,2025-11-22,paid,android
2104,121,2026-01-11,paid,web
2105,78,2026-01-07,paid,android
2106,1129,2026-01-25,refunded,web
2107,453,2025-09-19,paid,web
2108,897,2025-10-28,paid,web
2109,554,2026-03-01,paid,android
2110,413,2025-11-25,paid,web
2111,155,2025-10-05,paid,web
2112,969,2025-09-26,paid,phone
2113,530,2025-11-15,cancelled,web
2114,916,2025-12-17,cancelled,android
2115,326,2026-01-11,paid,phone
2116,1037,2026-02-07,paid,android
2117,625,2025-10-29,paid,android
2118,421,2025-09-20,paid,android
2119,1056,2025-12-04,cancelled,android
2120,773,2025-10-08,paid,android
2121,163,2026-03-01,cancelled,phone
2122,163,2026-01-13,cancelled,android
2123,768,2026-01-02,cancelled,web
2124,1037,2025-12-14,paid,ios
2125,330,2025-10-17,paid,ios
2126,560,2026-01-21,paid,android
2127,778,2025-12-21,paid,web
2128,922,2025-12-24,paid,android
2129,287,2026-02-10,cancelled,web
2130,1144,2026-01-19,cancelled,phone
2131,349,2026-02-12,refunded,web
2132,779,2026-01-13,paid,web
2133,490,2025-11-13,paid,android
2134,1042,2025-11-19,paid,web
2135,1167,2025-12-22,paid,web
2136,928,2026-02-06,refunded,web
2137,1112,2026-02-07,paid,ios
2138,870,2026-02-14,paid,ios
2139,938,2025-10-31,cancelled,web
2140,385,2026-01-29,cancelled,web
2141,721,2025-12-19,paid,android
2142,483,2026-02-14,paid,phone
2143,1103,2025-10-06,paid,web
2144,1080,2025-11-24,paid,ios
2145,710,2025-09-25,cancelled,web
2146,506,2025-10-30,refunded,web
2147,198,2026-03-03,refunded,web
2148,727,2025-12-09,paid,web
2149,975,2025-11-09,paid,web
2150,368,2026-01-09,paid,android
2151,202,2025-11-05,paid,android
2152,1106,2026-02-16,paid,web
2153,230,2026-03-08,refunded,web
2154,383,2025-10-28,paid,android
2155,442,2025-12-22,paid,web
2156,16,2026-02-21,paid,web
2157,946,2026-01-21,paid,android
2158,89,2025-09-28,cancelled,web
2159,678,2025-11-24,cancelled,web
2160,588,2025-12-18,paid,ios
2161,643,2025-09-30,refunded,web
2162,469,2026-03-12,paid,web
2163,328,2025-10-30,paid,web
2164,813,2025-12-27,paid,web
2165,159,2025-11-08,cancelled,web
2166,626,2026-02-05,cancelled,android
2167,826,2026-01-08,refunded,web
2168,10,2026-03-06,refunded,ios
2169,34,2026-01-26,paid,web
2170,773,2025-12-19,refunded,android
2171,623,2025-12-27,refunded,android
2172,216,2025-09-24,paid,web
2173,1125,2026-02-16,refunded,phone
2174,178,2025-11-10,paid,web
2175,277,2026-02-25,paid,web
2176,752,2025-10-29,paid,web
2177,400,2025-11-14,cancelled,ios
2178,994,2025-09-24,paid,web
2179,656,2025-12-24,refunded,ios
2180,1192,2026-02-23,paid,phone
2181,1046,2026-01-14,paid,web
2182,624,2026-01-02,refunded,web
2183,487,2026-02-28,refunded,web
2184,156,2026-01-30,paid,web
2185,181,2025-11-08,paid,web
2186,171,2026-02-14,paid,web
2187,347,2026-01-01,cancelled,web
2188,1175,2025-11-28,paid,web
2189,1069,2025-11-23,paid,web
2190,846,2026-01-16,cancelled,web
2191,603,2025-09-23,paid,phone
2192,931,2026-02-24,refunded,phone
2193,1121,2025-11-12,paid,web
2194,396,2025-11-17,paid,web
2195,367,2025-11-29,paid,web
2196,560,2026-01-12,paid,ios
2197,522,2025-09-27,cancelled,android
2198,1024,2025-12-24,cancelled,web
2199,1157,2025-12-24,paid,web
2200,922,2025-12-30,paid,web
2201,626,2026-01-06,refunded,android
2202,1074,2026-02-04,refunded,web
2203,390,2025-11-07,paid,ios
2204,498,2026-02-07,refunded,web
2205,1142,2025-11-11,paid,ios
2206,683,2025-11-09,paid,android
2207,116,2025-10-09,cancelled,web
2208,816,2025-11-17,paid,web
2209,744,2025-10-13,paid,web
2210,1163,2025-12-07,cancelled,ios
2211,615,2026-02-14,paid,android
2212,836,2025-11-21,cancelled,ios
2213,904,2025-12-04,paid,ios
2214,452,2025-11-23,cancelled,android
2215,1143,2025-10-26,paid,web
2216,489,2026-01-13,refunded,ios
2217,798,2025-12-15,cancelled,android
2218,19,2025-12-30,paid,android
2219,392,2025-10-03,cancelled,web
2220,232,2025-10-27,paid,ios
2221,76,2026-01-09,refunded,web
2222,553,2025-10-17,paid,web
2223,660,2026-02-13,refunded,web
2224,59,2025-12-09,paid,web
2225,1097,2025-10-09,paid,web
2226,274,2026-01-26,paid,android
2227,996,2025-12-05,paid,android
2228,266,2025-12-21,paid,ios
2229,480,2025-12-04,cancelled,web
2230,916,2025-12-28,paid,android
2231,317,2025-12-06,paid,web
2232,348,2025-10-23,cancelled,ios
2233,814,2026-01-18,paid,ios
2234,702,2025-12-22,paid,web
2235,508,2025-12-07,paid,ios
2236,419,2026-02-02,paid,web
2237,788,2025-09-25,paid,web
2238,618,2026-03-05,cancelled,web
2239,1107,2025-09-25,paid,ios
2240,995,2025-12-27,cancelled,phone
2241,120,2025-11-05,paid,android
2242,101,2026-01-28,refunded,android
2243,144,2026-03-05,refunded,web
2244,513,2025-09-17,cancelled,web
2245,220,2025-12-29,paid,ios
2246,357,2026-02-09,paid,web
2247,1119,2025-10-29,refunded,web
2248,1196,2025-11-22,paid,android
2249,348,2025-11-29,paid,phone
2250,617,2025-12-18,cancelled,phone
2251,946,2026-01-14,paid,android
2252,999,2026-02-10,refunded,web
2253,663,2026-01-15,paid,web
2254,1029,2025-12-08,paid,phone
2255,1041,2025-09-30,paid,web
2256,1159,2025-11-13,cancelled,phone
2257,759,2025-12-02,paid,ios
2258,685,2025-12-28,paid,web
2259,264,2025-10-03,paid,ios
2260,175,2026-02-06,cancelled,android
2261,105,2025-11-18,paid,web
2262,273,2025-12-27,paid,web
2263,1029,2025-12-30,paid,web
2264,464,2025-12-21,paid,web
2265,423,2026-02-24,paid,web
2266,18,2025-09-22,paid,android
2267,1073,2025-10-27,cancelled,web
2268,498,2026-01-29,paid,ios
2269,132,2025-10-09,paid,ios
2270,429,2026-02-23,cancelled,web
2271,574,2025-12-08,paid,web
2272,406,2026-03-02,paid,ios
2273,676,2025-12-28,cancelled,android
2274,582,2026-02-19,paid,android
2275,550,2026-02-07,paid,web
2276,710,2025-10-18,refunded,android
2277,1155,2026-03-02,paid,android
2278,525,2025-12-03,cancelled,web
2279,1194,2025-10-06,paid,ios
2280,1187,2025-11-24,paid,web
2281,287,2025-09-20,paid,android
2282,1184,2026-02-18,cancelled,web
2283,990,2025-09-13,cancelled,ios
2284,923,2025-11-03,refunded,web
2285,103,2025-12-12,refunded,phone
2286,558,2026-01-17,refunded,android
2287,627,2025-09-16,paid,android
2288,72,2026-01-06,paid,web
2289,476,2026-02-22,paid,ios
2290,412,2025-09-16,paid,web
2291,341,2026-03-01,refunded,web
2292,468,2025-10-18,paid,ios
2293,635,2025-09-17,paid,ios
2294,1165,2026-03-02,paid,ios
2295,1129,2025-12-05,paid,web
2296,116,2025-12-09,cancelled,android
2297,910,2025-12-03,cancelled,web
2298,1002,2026-01-26,cancelled,web
2299,700,2026-01-10,paid,web
2300,364,2025-12-12,cancelled,ios
2301,1175,2025-09-25,paid,android
2302,476,2026-01-25,paid,web
2303,430,2025-09-30,refunded,web
2304,494,2025-11-04,refunded,ios
2305,695,2025-10-02,paid,android
2306,552,2026-03-05,paid,web
2307,369,2025-11-07,cancelled,web
2308,1172,2025-11-23,paid,android
2309,803,2025-10-30,paid,web
2310,476,2026-01-09,paid,web
2311,19,2025-11-30,cancelled,ios
2312,1106,2025-12-26,refunded,web
2313,1181,2026-01-27,refunded,web
2314,212,2026-01-11,paid,android
2315,830,2025-12-01,refunded,web
2316,491,2025-11-17,paid,android
2317,201,2025-12-21,cancelled,web
2318,679,2026-01-29,paid,web
2319,798,2025-11-27,cancelled,ios
2320,688,2025-11-03,refunded,android
2321,964,2025-11-08,paid,android
2322,29,2026-01-08,paid,android
2323,1057,2025-12-17,paid,web
2324,889,2026-01-04,paid,web
2325,649,2025-12-13,paid,android
2326,1186,2025-10-28,paid,web
2327,726,2025-10-18,paid,android
2328,467,2025-10-17,paid,android
2329,1036,2025-11-24,paid,web
2330,545,2025-10-22,refunded,android
2331,42,2025-12-07,paid,android
2332,257,2025-11-06,cancelled,web
2333,592,2025-11-17,cancelled,ios
2334,21,2025-09-20,paid,ios
2335,981,2025-11-27,paid,ios
2336,304,2025-09-14,refunded,web
2337,432,2026-01-19,paid,web
2338,748,2025-10-12,cancelled,web
2339,106,2025-11-07,paid,web
2340,1056,2025-11-10,refunded,web
2341,814,2025-09-23,refunded,ios
2342,521,2026-02-18,refunded,web
2343,82,2026-02-03,cancelled,web
2344,963,2025-11-04,cancelled,web
2345,65,2026-01-12,paid,android
2346,144,2026-01-14,refunded,android
2347,1125,2026-02-01,paid,android
2348,713,2026-03-05,refunded,android
2349,1085,2025-12-04,paid,ios
2350,122,2025-11-21,paid,android
2351,83,2026-01-04,refunded,web
2352,306,2025-12-17,paid,android
2353,499,2026-01-14,paid,android
2354,1144,2025-12-04,paid,ios
2355,460,2026-03-11,paid,web
2356,204,2025-12-26,cancelled,android
2357,668,2025-09-15,cancelled,android
2358,207,2026-01-15,cancelled,web
2359,713,2025-12-01,paid,phone
2360,580,2025-12-20,cancelled,phone
2361,133,2025-12-15,refunded,android
2362,662,2025-11-25,paid,web
2363,569,2025-11-08,paid,web
2364,25,2025-12-20,paid,phone
2365,274,2025-12-26,paid,web
2366,713,2026-03-02,paid,phone
2367,765,2025-09-22,refunded,web
2368,309,2025-12-24,paid,web
2369,686,2026-03-02,paid,web
2370,744,2025-10-02,refunded,web
2371,1009,2025-12-30,paid,web
2372,884,2025-12-07,paid,web
2373,1045,2025-10-07,paid,web
2374,823,2026-01-22,paid,web
2375,52,2025-12-09,paid,ios
2376,454,2025-12-09,refunded,ios
2377,857,2025-09-18,paid,phone
2378,918,2025-12-30,paid,web
